ID_REF	GSM878100	GSM878101	GSM878102	GSM878103	GSM878104	GSM878105	GSM878106	GSM878107	GSM878108
204697_s_at	21.2	4.4	10.9	6.2	156.7	554.1	123.5	16.5	175.2
204698_at	126	98.6	18.3	293.2	52.6	97.1	29.6	23.2	21.4
204699_s_at	1264	1311.3	1352.5	1309.1	1353.1	1070.6	1023.1	1063.3	1172.9
204700_x_at	1753.4	1789.3	1945.9	2387.4	1469.8	888.7	997.3	832.3	1155.8
204701_s_at	322.6	345.9	695.4	752.5	545	235	663.4	277.1	642.8
204702_s_at	426.8	494.3	159.9	248.8	296.1	1046.9	573.4	333.6	453.2
204703_at	1402.2	1173.3	2212.6	1585.9	1105.9	983.9	991.7	1247.9	1368.9
204704_s_at	49.4	5.7	72.3	7.8	4.8	22.6	88.2	11	44.2
204705_x_at	36	70.9	15.1	90.3	15.9	83.4	27.7	24.9	40.4
204706_at	1282	1057.9	1068.2	928.7	1326.4	1910.8	1563.2	1506.9	1220.9
204707_s_at	16.1	19.5	38.3	24.1	111.7	418.8	37.2	94.5	43.3
204708_at	16.1	10.1	10.7	15.6	120.2	294	73.8	29.5	17.4
204709_s_at	547.2	1780.4	863.1	764.8	289.6	79.2	1397.4	621.5	573.5
204710_s_at	6682.3	7038.8	7006.1	6869.9	9668	6227.3	7038.7	7109.6	7445.6
204711_at	1433	1148.2	1368.2	926.6	1473.9	315.9	788.1	1163	761.7
204712_at	40	24.8	10	42	9.6	132.5	14.5	65.2	79.1
204713_s_at	23	19.7	25.5	24.8	11.3	839.4	49.8	15.8	28.7
204714_s_at	7.7	71.9	125.9	90.7	19.7	168.1	69.3	236.1	98.3
204715_at	4300.5	2735.8	1947.2	1963.4	2234.3	3657.2	1594.8	2091.6	2541.5
204716_at	561.6	568.4	685.7	604.8	738.1	1090.2	1634.3	1740.9	1870.4
204717_s_at	61.5	22.7	137.7	25.7	112.8	84.1	146.6	128.5	18.2
204718_at	178.2	178.8	179	197.5	225.9	320.3	256.7	367.4	185.8
204719_at	2819.2	2458.5	1390.8	1949.4	523.8	523.1	1609.5	1066.6	1383.6
204720_s_at	2398.8	1797.8	1112.4	935.3	1342	1324.2	982.9	1313.2	1772.3
204721_s_at	35	55.8	1.7	102.1	112.6	176	25.4	133.2	144.2
204722_at	17.8	16.9	46.2	3.8	136	370.3	72.3	22.1	20.2
204723_at	9.2	13.9	4.6	6	77.8	276.1	27.7	62.5	12.9
204724_s_at	21	5.7	7.4	5.7	9.8	151.3	8.7	25	20.8
204725_s_at	2009	1833.6	1676.8	1910.8	1797.6	1809.8	2235.3	2949.9	2500.5
204726_at	8822.8	3884.2	3120.1	7909.9	3759.7	6090.9	3096.5	6265.3	2024
204727_at	102.8	226.9	182.5	218.7	227.3	178.8	203	151.2	206.5
204728_s_at	176.1	414.8	311.6	367.9	337.7	382.5	447.3	378.5	363
204729_s_at	406.2	395.1	479.1	491.5	996	1021.7	737.5	368.8	490.4
204730_at	493	120.9	769.8	194.1	314.2	279.9	31.8	360.6	107.3
204731_at	784.1	1560.8	1436.7	824.7	504.4	474.4	1052.9	656.7	622.4
204732_s_at	2107.6	1763.4	1251.6	2122.3	2023.4	1475.1	1266	1195.2	1583
204733_at	5.9	18.8	17.8	62.4	13.3	135.7	147	117.8	193.8
204734_at	11.4	29.6	37.3	69.7	48	131	6.8	78.8	44
204735_at	1918.7	1532.1	1382.1	1202.4	1740.6	1616.1	1299	1149.6	1358.3
204736_s_at	508.2	628.6	292.5	885.4	1162.5	228.7	720.6	263	398
204737_s_at	3.8	3.5	5.6	5.8	11.2	62.6	4.2	10.6	8.1
204738_s_at	556.9	263.9	425	441.1	582.3	1000.8	515.7	697.2	720.3
204739_at	862.7	1188.8	767.8	718.3	504.2	685.6	648.6	531.8	496.3
204740_at	114.1	147.5	17	61.5	83.8	341.6	232.1	107.3	106.7
204741_at	588.4	729.4	557.6	618.9	1411.8	1519.6	797.7	1386.8	1266
204742_s_at	724.6	536.7	583.8	538.2	350.1	273.4	302.5	313.4	488.7
204743_at	255.6	184.9	100.1	20.4	280.8	209.7	166.9	24.8	213.3
204744_s_at	22887.2	19854.8	35339.9	33871.9	17309.3	11725.1	14857.6	19922.5	16538.1
204745_x_at	21127.6	15175.9	13169.8	5190.4	11857	9617.8	10019.7	7328.9	10200.8
204746_s_at	286.7	193.9	67.4	212.3	65.2	582.2	139.3	217.1	179.1
204747_at	1209.3	2591.1	290.8	505.8	2865.5	1541.6	5828.4	780.7	1057.8
204748_at	8208.3	2432.5	4612	1115.3	8915.8	6011.2	1828.1	6946.9	4277.2
204749_at	1263.5	3558.8	3914.4	3952.2	1373.4	1119	2708.9	1700.7	2506.3
204750_s_at	7.3	8.5	5.2	31.4	36.8	74.9	10.7	20.3	14.4
204751_x_at	87.4	33.8	9.8	60.9	50.3	46.6	58.7	77.9	34.8
204752_x_at	1965.4	2057.4	2003.3	1940.8	1766.9	2230.3	2050	2459.3	2427.3
204753_s_at	55.7	4.9	5.6	28.7	69.9	82.6	7.4	8	18.6
204754_at	24.2	28.2	11.2	51.5	49.1	67.2	7.9	9.6	14.3
204755_x_at	58.4	6.2	52.9	57.3	18.8	239.3	92.9	107.3	9
204756_at	833.9	620.7	820.5	725.2	526.5	315.9	444.7	1013.7	556.4
204757_s_at	298.1	369.6	444.9	468.2	222.8	277.6	651.4	140.6	162
204758_s_at	18.3	9.8	23.8	67	4.6	86.8	7.4	27.4	7.7
204759_at	1549	1647.5	1981.8	1058.4	603.1	927.6	1361.3	1083.9	768.7
204760_s_at	742.8	363.1	337.7	140.5	1467.4	2166.1	2088.4	1955.6	1275.5
204761_at	492.2	403.1	712.6	765.5	600.2	620.9	691.2	744	497.5
204762_s_at	8.3	69.5	9.3	136.4	99.6	491.1	104.6	34.7	22.1
204763_s_at	141.4	113.8	97.6	39.7	82.5	443.3	238.3	76.9	76
204764_at	231.7	169.6	316.8	373.9	539.8	961.2	1008.1	794.5	783.6
204765_at	459	389.3	608.5	508.3	512.5	324	682.5	244.8	614.3
204766_s_at	408.1	795.3	610.3	698.4	925.3	1187.9	951.4	587.6	924
204767_s_at	666.8	3129.4	2092.3	2338	673	498.2	1049.8	1424.8	1244.4
204768_s_at	394.1	1073.9	758.1	716.6	567.4	878.9	1409	1132.1	1469
204769_s_at	539.6	736.6	1063.1	731.7	250.1	595.5	480	331.5	492.7
204770_at	89	55.5	96.5	57.9	85.6	316.9	613.5	287.3	321.5
204771_s_at	1742	1758	1557.1	1131.1	1640.1	2250.3	1425.6	1235.4	1374.7
204772_s_at	920	1214.2	1159.7	976.9	1032.1	1026.4	952.5	1119.9	920.6
204773_at	1655.5	2376.9	1438.6	1321.3	1653.2	2238.2	1225.6	1628.1	2301.8
204774_at	789.3	2177.5	799.4	794.7	342.3	1336.4	1212.7	1255.1	1027.5
204775_at	396.1	431.8	235.3	129.2	491.9	96.2	603.1	404.4	627.5
204776_at	25.2	245.8	354.8	248	271.5	417.9	218.4	394.4	398.4
204777_s_at	28.1	81.4	74.3	159.3	90.8	652.8	127.6	67.2	274.1
204778_x_at	128.7	620.5	776.4	495.8	623.5	783.3	169.7	319.9	344.8
204779_s_at	91.9	1102.4	1438.4	1067.7	2077.8	544.1	120.8	436.3	287.1
204780_s_at	5802.2	5744.9	4078	6344.4	4404.8	4493.4	5798	2694.8	5687.7
204781_s_at	3023.4	3582.1	2559.6	3066.6	4286.6	2731.2	3813.7	1629.5	3693.7
204782_at	201.2	188.5	157.4	163.4	17	96.8	29.5	100.4	107.6
204783_at	979	935	832.8	798.8	705.1	1096.5	623.6	636.2	980.3
204784_s_at	2295.5	2570.5	2088.6	2332.8	2106	2390.9	1544.9	2035.1	2242.1
204785_x_at	1606.2	1854.7	1384.9	1266.7	1941.8	3518.2	1566.3	1929.2	3365.4
204786_s_at	1095.4	861.2	529.8	765	410.4	387.4	382.5	194.6	382.2
204787_at	20.6	13.4	243	137.6	36.2	220	123.8	59.5	86
204788_s_at	716.3	924.7	823.7	718.6	790.7	1042.1	747.9	641.8	878.9
204789_at	130.7	19.7	19.7	30.9	267.6	266.9	81.1	142.5	194.4
204790_at	6218.1	6596	4593.4	4455.7	6723.7	4769.1	4783.3	6826.9	5032.4
204791_at	2791.5	2410.3	1840	2169.7	1955.1	1749.5	1637.9	1866.4	1723.6
204792_s_at	235.4	204.1	170.5	187.8	534.9	805.1	430.3	554.5	532.5
204793_at	661.3	960.9	486.7	621.8	561.8	626.7	718.8	595.5	616
204794_at	35	471.1	144.7	228.2	20.8	75.4	180.1	24.1	331
204795_at	703.5	651.3	767.8	558.1	652	814.9	366.1	748.2	544.5
204796_at	759.5	1226.7	1077.6	1416.6	540.7	593	834.6	718.2	958.6
204797_s_at	1967.1	2706	2322.1	3310	1632.6	2251.1	1872.5	1711.7	2267.2
204798_at	8	74.2	13.8	161.8	16.6	313	122.1	15.8	10.9
204799_at	509.6	639.9	684.4	654.2	560.3	498.9	584.9	535.3	627
204800_s_at	466.2	444.8	536.9	534.6	660	682.7	716.5	799	566.9
204801_s_at	14.7	11.8	47.4	78.3	27	349.9	9.2	45.9	21.8
204802_at	436	396.7	188.1	423.6	1113.8	3386.5	702.8	368.6	970.9
204803_s_at	638.8	1030.4	174.5	667.3	1481.6	4927.2	1118.6	1200	2007.9
204804_at	730.8	962	556.1	538.9	1022.2	853.5	873.7	558.8	887.3
204805_s_at	6361.3	3990	3127.4	2095.2	10318.7	13232.7	7841.2	8798.7	11444.5
204806_x_at	18293	7843	6583	5624.4	15150.2	16142.6	17886.1	17850.7	18193.8
204807_at	693.2	1310.1	1028.5	1185.3	745.1	532.9	514.3	819.9	591.9
204808_s_at	2097.9	2475.5	2998.2	2280.2	1709.1	1862.8	1499.2	2743.1	1877.6
204809_at	2450.5	2960	2181.2	2918.9	2452.6	1943.4	2032.9	2260.6	2466.2
204810_s_at	24	28.8	21.2	10.9	247.1	276.6	204.4	294.5	253.3
204811_s_at	439.2	251.7	141.2	117.7	264.2	277.6	121.7	287.5	115.1
204812_at	1451.4	1080.4	1374.7	1515.9	1196.1	1556	1189.9	1477.1	1407.3
204813_at	324.2	323.3	675.4	485.7	498.2	1129.1	425.8	897.7	396
204814_at	125.5	99.2	67.6	129.1	161.7	82.4	29.7	28.7	10.9
204815_s_at	5.5	33	38.2	28	137.2	373.4	171.4	91.9	181
204816_s_at	81.1	43	153.8	46.9	6.1	207.1	91.2	117.6	124.2
204817_at	491.6	382.2	475.5	454.7	456.1	246.7	890.1	289.6	503.4
204818_at	6.4	50.5	5.7	27.7	53.2	45	5.9	13.3	7.5
204819_at	871.8	855.9	837.1	928.3	1747.1	1289.6	1306.1	1708	1741.9
204820_s_at	3170.9	4686.8	1869.3	4029.7	4012.3	3725.2	3742.2	3381.5	3706.7
204821_at	656.2	844.9	308	799.8	1174.3	858.5	1745.3	1183.4	1444.7
204822_at	324.9	1379	679.7	427.6	470.4	385.3	943	925.5	811.8
204823_at	7522.3	5896.1	3998.8	5189.6	6523.3	3107.9	5984.3	3784.5	7125.4
204824_at	2080.1	726.7	947.3	940.3	1554.3	1334.7	578.7	837.7	707.8
204825_at	1407.2	4893.4	2608.8	2153.3	1275.6	1746.3	2885.4	2355.3	2625.6
204826_at	390.6	487.7	271.4	244.2	497.5	303	533.7	299.4	380.3
204827_s_at	165.2	154.2	43.3	30.5	103.4	92.4	264.7	30.9	38.5
204828_at	379.8	230	372.1	193.2	465.6	591.4	471.7	523.2	583.9
204829_s_at	140.8	35.9	141.1	138.9	198.8	247.4	261.3	61.2	297.2
204830_x_at	1740.8	5513.1	1024.9	1148.6	3072.9	530.9	4101.7	841.5	1414.8
204831_at	2101.6	2277.1	2341.7	2580.5	1163	1284.8	1585.2	1604.1	1840.3
204832_s_at	1501.1	1543.1	1609.3	1722.6	1286.7	1407.2	1612.8	1154.2	1241.6
204833_at	2441.1	1827.3	1416	1956.4	1544.9	1610.4	1887.2	1933.6	2024.9
204834_at	136.4	40	76.7	435.6	219.1	458.4	100.2	95.2	69.3
204835_at	285.5	488.5	457.3	418.5	351.5	138.3	362.9	371.2	336.1
204836_at	55	176.1	129	118.3	10.3	52	209.1	144	123
204837_at	2444.3	1984.4	2119	2385.1	817.3	707.4	781.4	657.2	713.3
204838_s_at	1088	1100.1	1166.7	1303.6	1458.1	854.6	688.4	836.2	836.4
204839_at	1891.8	4662.5	4664.4	4241.8	2400.4	1941.9	3411.5	3598.5	3948
204840_s_at	398.3	333.5	128.1	469.8	198.4	39.2	173.4	89.1	153.4
204841_s_at	406.1	329.1	329.1	582.1	324.8	465.1	1157.4	827.9	848.1
204842_x_at	4620.3	4478.6	3914.9	4057.6	4091.2	4496.5	4317.8	4028.3	3745.5
204843_s_at	226.4	275.8	333.1	391.3	98.5	109.6	461.1	474.9	419.4
204844_at	98.6	70.9	173.4	201.2	24.1	171	27.9	229.7	150.3
204845_s_at	42.7	83.3	95.3	109.7	7.3	51.8	92.3	173.8	60
204846_at	143	64.1	6.2	4.9	53.4	273.1	11.3	173.4	51.2
204847_at	2696.5	2422.8	2342	3301.3	2383.7	1999.2	2262	2685.3	2447.7
204848_x_at	61.3	45.9	13	63	47.7	73.1	150.3	57.9	27.8
204849_at	3051.8	2097.5	2658.7	2745.4	2585.1	2453	2544.8	3876	2286.7
204850_s_at	8.5	39.4	95.6	17.4	15.1	263.4	11.7	126.4	51.5
204851_s_at	5.3	44.4	2.2	2.3	96.2	29.6	72.8	20	6.6
204852_s_at	130	161.4	35.9	15.6	43.6	301.8	33.1	34.5	223
204853_at	940.3	818.1	975.5	793.1	540.6	639.8	665.1	775.8	624.4
204854_at	1568	1899.8	1381.9	1289.2	3224.6	2674.3	2383.7	1969.7	1981.7
204855_at	11.9	12.9	11.6	10.8	145.3	69.8	10.9	20.8	19.3
204856_at	134.6	51.4	55.4	114.8	180.2	266.3	108.4	108.9	214.1
204857_at	1172.5	1056.2	918.3	665.8	1582.2	2405.6	1499.5	1574.2	2218.3
204858_s_at	611.5	508.2	304.2	547	952.2	1579	635	102	549.9
204859_s_at	1730.9	1072.6	889.1	1207.1	520.1	789.9	503.6	751.6	665.4
204860_s_at	225.2	204.4	104.2	89.1	124.2	80.6	8.1	45	58.3
204861_s_at	495.5	371.4	234.5	225.5	185.2	464.1	20.6	80	269.8
204862_s_at	1834.5	1714.2	1219.4	2008.1	2064.1	2157.2	1492.4	1610.9	1453.6
204863_s_at	2094.2	2497.8	2331.1	3227.1	1092.7	781.1	1583.7	1356.7	1490.4
204864_s_at	220.4	169.4	208.3	305.2	276	476.2	1889	1631.9	1129.9
204865_at	112	27.4	92.1	31.2	95.3	39.4	71.4	69	69
204866_at	762.1	1056.8	1028.7	1172.5	731.2	845.9	504.2	539.8	760.6
204867_at	187.3	268.1	207	179.5	291	648.2	112.3	280.1	212.6
204868_at	1695.2	2416.8	2647.8	3034.3	2493.3	1401.3	2221.8	2127.5	3341.4
204869_at	16.9	4.3	74.7	4.1	29.4	98.4	97.8	25.9	120.9
204870_s_at	16.6	6	35.8	22.1	27.4	60.9	24.8	8.1	22.9
204871_at	390.7	559	375	500.1	220	516.1	246.8	175.9	348.1
204872_at	3161.3	2701.8	3154.8	2740.3	2054.1	1885.5	1866.9	902.7	1821
204873_at	617.6	935.6	899.9	930.4	652	441.4	455.6	592.7	712.2
204874_x_at	29.6	37.9	14.5	18.9	49.3	140.9	16.4	34.3	14.3
204875_s_at	372.5	978.8	834.8	656.8	1464.5	1745.4	1795	2772.3	3047.4
204876_at	31.6	16.1	17.4	34.6	136.8	84.2	249.3	53.8	73.8
204877_s_at	259.9	219.2	280.1	190.1	414.9	194.9	410.2	333.3	404.9
204878_s_at	233.2	179.9	221.6	281	409.3	246.2	461.4	366.5	141.6
204879_at	923.3	2000.6	728.1	691.3	4032.9	4755.8	3223	1664.3	928.2
204880_at	1174.2	1612.7	1137.5	1519.2	1270.7	1210.8	741.8	1266.9	1368.1
204881_s_at	18951.6	19344.3	12165.4	11525.8	33423.6	21856.3	25811.3	37250.4	31906.7
204882_at	16.6	25.7	13	22.4	39	109.1	18.2	52.5	42.4
204883_s_at	1059.2	1088.2	1131	1259.8	1276.4	1336.8	1401.9	948.4	1314
204884_s_at	166.1	75.6	104.7	214	253.4	370.6	255.7	194.3	231.2
204885_s_at	30.2	18.1	88.3	21.1	139.9	434.8	38.6	151.7	46.8
204886_at	100.6	535.9	264.8	132.2	40.5	318.2	175.1	174.2	113.4
204887_s_at	177.9	524.3	325.3	287.8	215.4	501.6	433.7	173.4	242.8
204888_s_at	150	12.4	144.3	119.5	141.8	532.5	228	115.1	165.5
204889_s_at	151.1	145	158.3	201.3	302.1	589	337.2	401.7	128
204890_s_at	8.5	5.2	147.7	37.7	225.9	72.1	79.2	214.2	67.1
204891_s_at	74.6	18.2	14.4	63.3	51.9	96.8	38.2	58.3	27
204892_x_at	119581.1	87897.1	96045.1	69479	99825.1	109719.7	91764.6	116277.1	89613.4
204893_s_at	1369.7	765.1	850.9	973.2	766.4	825.4	702.6	1223.2	1282.4
204894_s_at	90.5	19.5	70	49.7	36.8	94	123.8	60.6	10.2
204895_x_at	9.1	8.9	11.2	23.2	14.1	116.8	15.1	34.1	35.1
204896_s_at	14.4	21.2	50.5	29.1	84.3	89	262.9	121.3	323.6
204897_at	1948.6	1462.1	1062.8	1880.2	394	700.5	719.6	603.4	1071.4
204898_at	36.6	34.7	191.6	63.5	162.2	279.2	88	180.2	27.4
204899_s_at	856.2	439.2	724.4	675.4	797	872	703.3	961.7	647.1
204900_x_at	3989.2	2671.5	3133.6	3440	4100.1	3522.9	2291.7	3691.2	2329.7
204901_at	294.4	183.9	147.9	123.8	122.2	182.1	156.6	258.7	167.9
204902_s_at	483.6	274.8	293	380.2	649.9	917.1	474.3	318.4	504.4
204903_x_at	1175.4	1809.7	1852.1	1532.2	2532.7	2831.8	2165.7	2935.6	2546.8
204904_at	52.1	11.6	10.7	13.2	50	72.3	23.7	17.4	24.9
204905_s_at	1869.8	3229.3	3767.7	3891.6	1548.4	1146.1	2336	2594.3	2415.2
204906_at	2652.4	2628	2921.9	2363.5	2479.6	2642.1	5613.2	3307.9	5069.1
204907_s_at	34.3	87.7	90.8	70.6	996.6	1140.4	1467	1545.8	1289.9
204908_s_at	1289.7	1356.5	1359.1	1189.6	2574.1	2301.2	1946	3228.2	2619.9
204909_at	235.3	311.7	231.7	263.8	207.3	646	215.8	182.4	154.3
204910_s_at	3.7	5.2	6.4	9.8	144.7	86.1	229.7	61.4	86.2
204911_s_at	56.1	234.9	131.1	166.3	451.7	894.4	680.9	517.4	825.9
204912_at	85.6	138	184.6	118.4	139.6	370.3	133	138	224.2
204913_s_at	972.1	399.2	175.7	539.7	393.8	927.2	317.9	537.5	431.8
204914_s_at	1210.7	354	195.7	542	739.2	1340.7	176.9	698.7	567.4
204915_s_at	642.3	311.2	395.8	272.6	397.1	638.4	234.2	459.1	306.5
204916_at	1035.4	1056.6	512.1	1103	2057.2	1234.8	1330.5	1391.5	1107.9
204917_s_at	622.1	379.4	426.8	235	448.5	571	231.5	439.7	598
204918_s_at	476	269.5	196.7	220	293	352.2	232.9	206.1	292.2
204919_at	234.1	167.6	275.6	219.9	461.7	411.3	317.2	419	354.7
204920_at	1207.2	1092.9	820	591.6	495.2	815	709	1102.2	1052
204921_at	381.7	178.6	226.4	98.5	265.1	856.7	326.2	326.8	650.5
204922_at	217.7	153	164.9	311.1	37	181.6	118.3	14.1	259.2
204923_at	214.3	62.1	128.4	61.5	206.9	1283.9	146	205.7	199.9
204924_at	341.2	88	121.8	107.5	295	598	105.1	46	342
204925_at	446.4	650.4	441.8	694.6	798.7	326.9	545.6	500.5	899.9
204926_at	1979.2	1014.3	784.1	848	1080.4	522.1	756.8	915.4	1345.8
204927_at	926.7	261.1	577.4	337.7	904.6	1028.3	351.8	542.5	403.8
204928_s_at	1143.6	1043.6	1729.8	1574	1933.1	1432.6	1999	1467.2	1795.9
204929_s_at	2163.3	3359.2	2229	2303.4	3056.6	3151.6	3410	2802.9	2957.8
204930_s_at	392.6	551.7	430.6	606.6	441.8	660.1	296.6	706.5	345.9
204931_at	9.8	9	7.4	51.4	14.2	385.6	166.5	26.5	68.5
204932_at	17563.4	19492.3	9202.8	23642.8	19799.7	11928.3	21142.2	13605.1	13962.6
204933_s_at	19851.1	18146.6	7415.9	23606.9	28123.8	15535.5	43407.7	13156.3	17750
204934_s_at	120.5	167.9	192.1	162.9	190.6	329	181.1	162.8	191.1
204935_at	122.6	163.3	194.8	233	44.5	21.4	115.8	147.7	126.6
204936_at	122.8	52	54.5	67.6	253.8	105	264.4	18.1	373.7
204937_s_at	2655	1984.8	1479.3	1754.2	1932.9	3024.2	2351.7	2278	2604.4
204938_s_at	79.3	33.9	75.5	2.7	7	35.3	8.9	5.7	105.7
204939_s_at	183.3	82.8	138.3	61.2	91.7	218.6	89.9	141.4	121.8
204940_at	87.8	30.3	73.4	49	24.4	63.7	5.5	8.4	9.4
204941_s_at	4.3	86.2	9.2	3.2	32.2	198.9	23.6	17.3	6.9
204942_s_at	11.6	14.3	20.4	9.7	149.8	249.3	23.2	3.7	53.7
204943_at	325.2	333.4	619.3	408.5	585.5	681.9	443.6	450.9	635.2
204944_at	2298.2	1954.1	3668.9	4236.7	1720.6	1488.6	2729.4	2576.4	2034.4
204945_at	242.9	157.8	179.7	107	272.3	323.5	61.4	385.6	160.3
204946_s_at	117.8	359.8	435.7	269.6	379.7	812.2	505.4	419.4	370.5
204947_at	87.4	53.4	118.7	63.9	163.4	342.8	115.5	181.8	113.5
204948_s_at	20926.1	13446.1	15568.8	26236.3	28229.1	27894.6	21092.4	30740.2	32812.8
204949_at	1181.4	1111.3	1509.2	1370.5	1005	1170.6	533.2	1151.4	601.6
204950_at	106.3	355.9	338	232.9	323.4	260.4	366.1	259.7	68.4
204951_at	16.8	97.3	18.6	21.4	48.2	99.4	25	22.5	95.1
204952_at	214.4	23.1	33	15.9	31.6	249.4	17.1	227.2	24.8
204953_at	11.1	12.8	33.3	7.6	7.6	80.8	11.2	18.9	8.3
204954_s_at	87.7	70.1	162.8	39.8	152.1	105.2	402.2	125.3	198.5
204955_at	12211.5	13602.6	10792.6	9113.4	8305.9	11464.2	10679.3	14032.8	12909.9
204956_at	366.3	577.8	586.5	833.8	193.7	500.6	231.1	433.6	315.2
204957_at	1456.8	2111.4	1982.6	2253.6	1630.6	1324.5	1193.1	1240.5	1691.8
204958_at	625.5	301.5	372.4	619.3	1151.3	317.5	802.1	562	1117.4
204959_at	4.4	69	65.6	76.5	4	170.2	149.9	95.1	56.9
204960_at	104.4	25.4	27.2	8.6	49.8	243.2	61.7	25.8	23.5
204961_s_at	26.4	6.7	30.7	23.2	45.1	73.7	11.5	26.7	36.7
204962_s_at	484.4	2007.2	1034.2	715.3	418.2	684.1	1258.1	770.1	804.4
204963_at	8289.2	5641.1	2777.7	3193.1	1565	2256.7	1089.3	1743.4	1632.2
204964_s_at	3337.4	1663.8	1210.7	1211.6	1922.4	1811.6	661.8	1519.6	1694.4
204965_at	49.3	41.1	57.4	52.3	15	52.4	30.1	7.4	91.9
204966_at	549.8	362.4	536.9	274.4	1261.5	951.8	1240.2	1338.6	1105.1
204967_at	717	1930.1	1857.8	1219.2	3440.2	2943.9	1866.4	2816.5	3320.4
204968_at	517.9	357.9	449.6	402.9	381.8	680.8	543.8	465.9	772.5
204969_s_at	557.3	724	537.3	546.5	669.2	324.7	1340.1	1022.4	1309.1
204970_s_at	2872.7	1948.9	1823.6	1556	1398.9	969.8	1029.9	1160.9	1086.8
204971_at	7736.4	1105.6	3280.9	2311.1	1973.9	5645	3354.2	6172.7	3590.2
204972_at	1130.4	1487.7	156.9	261.8	1643.2	1012.6	5383.7	356	475.5
204973_at	65.9	158.4	52.6	90.3	56.8	102.1	35	132.4	22
204974_at	343.4	50.8	97.8	34.2	763.9	746	267.5	268	349.6
204975_at	4777	7077	5151.2	2967	4262.6	3510.5	3581.4	3420.1	4070.8
204976_s_at	2420.7	2634.5	3943.6	3638	2440.5	2235.1	2929.2	2276.4	2864.7
204977_at	1666.6	2525.2	4004.5	2177	1841.8	1825.1	1736.8	1923.8	2228.4
204978_at	1309.7	1138	1319.5	831.4	2230.9	3390.5	1501.2	1018.5	1680.2
204979_s_at	746.5	486.3	1673.4	896.4	861.4	278.5	235.2	493.4	450.2
204980_at	1426.9	919.8	1109.8	1715	3437.5	3122	3687.3	2909.7	3176.4
204981_at	1085.3	1094.8	1298	994	2212.1	2628	2136.8	1681.7	1836.3
204982_at	860.7	424.1	342.1	486.1	471.9	252	620.7	270.4	697
204983_s_at	1834.6	1292.5	1787	2642	2462.3	1657.2	1264.4	1560.1	1732.7
204984_at	3132.6	2448.2	3504.2	3692.4	2325.5	1602.4	1194.4	3012.8	2569.2
204985_s_at	848.2	744.9	1217.7	910.9	1235.7	1591.9	710.6	1230.7	1197.3
204986_s_at	202	325.1	305.9	289.2	1264.6	524.5	978.8	699.8	1031.4
204987_at	162.5	70.2	88.6	113.4	32.4	223.2	11.4	46.4	198.1
204988_at	106.2	19.5	66.8	9.7	42.4	44.3	24.2	31.6	25.2
204989_s_at	236.1	107.4	116.6	163.8	38.2	620.9	107.4	55.3	79.4
204990_s_at	61.7	21.1	10.4	16.2	209.9	684.3	187.9	65	99.8
204991_s_at	448.3	427.4	588.6	363.6	504.6	682.9	470.8	399.6	257.1
204992_s_at	20518.7	22375.4	19040.6	18501.7	20821.9	30127.4	23155.2	31788.1	21011.5
204993_at	236.1	113.3	198.7	205.4	495.2	714.2	251.7	331.8	191.6
204994_at	1461.9	1709.5	354.1	214.8	1650.9	812.3	1961.2	577	465.7
204995_at	293.9	231.2	149.3	333	249	209.7	218.9	215.7	134.4
204996_s_at	47.4	50.2	18.2	16.3	63.3	78.8	9.2	14.7	26.2
204997_at	27.3	25.6	30.5	29.8	48.9	80.2	11.2	12.4	16.1
204998_s_at	1058.3	744.8	1771.8	2420	1626.1	593.7	834.6	1329.5	1113.6
204999_s_at	344.4	302.2	681.8	496.6	666.4	334.5	417.5	760.2	342.2
205000_at	64.6	7928	2.9	70	112.3	218.1	113.5	55.2	73.7
205001_s_at	22.8	3147.9	6.5	14.6	14.4	183.7	100	22.7	10
205002_at	421.6	526.5	492.3	605.2	706.2	1578.8	878.4	845.2	763.2
205003_at	1436.4	2474.5	1773.3	1810.9	1427.1	1509.7	2033.2	1906.3	2083.8
205004_at	1041.1	1167.3	855.8	1364.3	1117.1	872.2	694.9	1560.7	985.3
205005_s_at	6999.1	6942.1	5920.5	8213.6	5560.9	4408.8	7061.2	4798.9	5494.3
205006_s_at	5142.2	4907.6	3964.4	4644.5	4036	2825	4701.5	2362.5	3413.5
205007_s_at	352.1	111.9	207.6	222.9	192.4	144.9	225.8	509.6	328.3
205008_s_at	697.3	413.9	422.9	400.3	476.3	1498	698	921.3	602.2
205009_at	70	49.1	49.2	89	208.7	362.2	76.1	88	90.9
205010_at	262.8	513.8	481.5	601.8	657	917.1	558.2	646	696.4
205011_at	743	756.7	636.7	682.7	420	570.1	895	917.4	510.7
205012_s_at	2479.1	1158.2	1527.3	1751.9	2046.4	1948.7	1951.3	1834.1	1874.4
205013_s_at	190.2	252.4	87.5	213.2	170.5	204.3	131.6	334.2	243.2
205014_at	51.7	18.3	112.9	108	53.7	42.8	31.3	82.9	105.5
205015_s_at	14.2	8.9	8.1	29.3	64.3	138.9	22.5	185	21.6
205016_at	212	176.7	69	9.2	945.3	526.8	834	620.9	198.5
205017_s_at	93.5	109.5	182.9	106.2	234.1	138.5	982	839.4	1063.7
205018_s_at	113.2	38.4	203.3	355.8	528.1	590.2	2008.9	2059.3	2034.4
205019_s_at	40.6	103.1	211.8	88.9	81.3	138.3	93.5	179.3	112.6
