geneNames	GSM878095	GSM878096	GSM878097	GSM878098	GSM878099	GSM878104	GSM878105	GSM878106	GSM878107	GSM878108
A1BG	309.8	261.5	421.9	421.9	272.5	362.6	832.4	207.3	584.8	350.6
A1BG-AS1	234.3	58.7	30.9	155.5	28	220.3	74.2	26.4	42.7	37.7
A1CF	46.5	194.8	105.95	68.2	122.1	116.35	524.35	83.45	145.5	127.65
A2M	471.5	328.7	279.5	233.5	266.5	1066.25	216.65	382.65	216.5	448.5
A2M-AS1	250.8	161.6	156.1	113.2	136.7	213.4	56.8	131.4	323.5	144.4
A2ML1	48.6	81.8	70.15	96.2	70.45	66.45	136.5	100.95	24.3	81.95
A2MP1	8.3	162.3	29.9	118.4	25.6	8.6	102.4	54.1	130.5	94.5
A4GALT	307.8	130.1	584.2	516.2	295.7	597.7	555.4	493.3	360.1	343.5
A4GNT	54.6	151	101	135.1	146.5	271.9	285.7	175.1	83	241.6
AA06	222.8	213.1	214.5	220.6	236.3	159.1	220.1	210	288	171.7
AAAS	884.5	902.7	314.4	619.7	760.4	1225	935	1110.2	941.5	1207.6
AACS	1492.9	1853	1780.8	1771.8	2097.9	1949.7	1544	1343.8	1303.7	1570.5
AACSP1	3.1	13.5	5.6	14.3	17.1	21	57.5	127	169.4	24.7
AADAC	37.9	9.4	9.3	14.3	10	4.2	109.5	8.5	20.5	8.1
AADACL2	4.2	24.3	6.9	31.1	67	10.3	44.3	39.7	12.6	3.2
AADACP1	46	9.1	2.7	23.8	3.4	3.4	288.3	3.2	154.9	6.3
AADAT	434.5	524	179.6	372.4	562.2	231.5	375.3	384.6	269.4	287.7
AAED1	1158.1	2106.3	1345.3	1503.8	1140.4	1496.2	952.1	1507	1185.4	1008.8
AAGAB	714.6	643.233333333333	820.133333333333	720.266666666667	868.6	789.4	922.633333333333	787.6	797.733333333333	838.4
AAK1	1089.31428571429	1176.52857142857	936.257142857143	1025.68571428571	828.428571428571	1374.82857142857	1412.55714285714	996.142857142857	993.342857142857	984.371428571429
AAMDC	994.066666666667	925.833333333333	2169.03333333333	1999.26666666667	1672.4	961.766666666667	1155.06666666667	888.866666666667	808.166666666667	969.833333333333
AAMP	1934	3001.1	2271.9	2039	2303.2	2812.2	1337.1	2872.4	2659.8	1852.9
AANAT	5.2	25.5	18.8	5.9	9.2	178.6	55.4	16.7	36.9	5.9
AAR2	2190.3	1993.7	1728.5	1872.6	2327.4	1925.2	2143.1	1628.1	1753.5	2032.7
AARS	8623.4	11556.5	7342.1	7356.6	6118.6	13509.9	13349.2	6725.4	14117.6	10484.7
AARS2	578.9	358.9	462.85	426.3	471.1	646.7	643.05	412.4	484.5	307.5
AASDH	938.55	749.05	900	1158.85	638.65	816.85	751.1	803.1	1118.75	954.45
AASDHPPT	2957.9	2895.66666666667	2717.7	3272.33333333333	3306.6	2763.26666666667	1284.83333333333	2339.6	2309.56666666667	2156.33333333333
AASS	236.55	325.95	239.55	445.75	308.7	227.9	264.2	324.15	311.65	290.15
AATF	2304.8	2869.5	1931.3	1859.6	2422.8	2399.6	2304.4	1668.8	2242.8	2306.2
AATK	203.8	148.4	182.6	14.7	93.6	358.4	183.7	285.2	118.8	211.2
AB488780	649.4	411.3	448.2	607.3	590.2	696.5	204	219.2	674.6	567.6
ABAT	340.5	349.5	344.5	357.8	385.966666666667	137.166666666667	290.166666666667	354.633333333333	268.2	242.8
ABCA1	1792.1	1327.7	1072.425	1649.65	884.475	1703.6	1260.675	817.925	1733.15	1068.45
ABCA11P	262.3	298.9	330.3	376.2	678.2	304.4	111.6	330.2	244.5	276
ABCA12	36.1	5.6	52.9	2.4	19.8	154.1	216.1	91.8	59.7	2.9
ABCA13	36.4333333333333	14.2666666666667	17	9.66666666666667	11.8666666666667	27.1	77.4333333333333	4.76666666666667	34.9666666666667	2.36666666666667
ABCA17P	99.1	66.9	40.4	74	59.2	227.6	428.2	128.1	198.3	91.9
ABCA2	637.933333333333	778.233333333333	305.133333333333	213.9	264.366666666667	1303.96666666667	1013.6	884.733333333333	1032.36666666667	956.7
ABCA3	158.5	151.3	213.1	229.7	37.2	510.3	184.3	150.6	372.2	191.1
ABCA4	18.3	28.55	68.75	26.7	12.4	39.1	105.4	68.15	34.9	77.1
ABCA5	219.4	265.1	191	316.1	276.7	89.05	178.95	142.9	173.75	161.1
ABCA6	10.1	98.5	270.3	175.7	88.9	105.3	91.7	143.2	15	49.6
ABCA7	111.2	191.5	298	260.4	239.4	337.6	821.6	367.8	367.3	211.8
ABCA8	276.966666666667	223.866666666667	704	722.566666666667	252.133333333333	214.5	215.866666666667	545.033333333333	387.533333333333	477.833333333333
ABCA9	47.6333333333333	52.5666666666667	81.4666666666667	97.9666666666667	58.6333333333333	116.366666666667	125.266666666667	25.1333333333333	88.3333333333333	119
ABCB1	63.2	15.35	53.35	32.55	20.95	80	270.5	45.45	44.8	85.75
ABCB10	1908.3	1866.6	2022.5	1647.5	1885.2	1494.8	1151	1616.3	1476.8	1309
ABCB11	7.45	92.7	24.65	16.1	14.3	55.8	89.8	195.25	163.4	16.15
ABCB4	648.15	203	237.8	500.7	79.05	372.35	410.55	134.75	406.65	310.4
ABCB5	48.4	68	25.675	83.775	78.8	95.175	150.75	90.975	76.675	75.225
ABCB6	573.45	690.15	313.55	657.3	378.5	813.4	1130.85	391.15	618.85	372.45
ABCB7	1371.9	1136.3	1406.6	1496.1	1344.9	1415.8	1098	1039.8	1765	1356
ABCB8	139.1	536.35	169.65	189.25	156.95	272.85	187.1	348.65	308	180.4
ABCB9	159.166666666667	115.266666666667	122.933333333333	157.9	195.333333333333	260.766666666667	357.933333333333	93.3666666666667	211.166666666667	147.433333333333
ABCC1	3462.4	2889.45	3569.25	4623.65	2941.95	4282.35	2815.15	4758.05	4645.3	3341.95
ABCC10	934.7	1792.45	1197.35	1178.05	1738.6	980.5	1177.15	948.05	704.25	975
ABCC11	62.65	126	126.05	78.4	18.9	126.95	259.95	170.4	100.2	87.6
ABCC12	50.9	24.25	7.4	35.85	63.8	5.7	101.45	38.15	13.3	28
ABCC13	40.85	42.5	43.425	37.475	50.525	68.85	303.875	91.975	71.55	33.625
ABCC2	10.9	13.1	28.5	7.3	22.6	16.5	162.2	157.8	166.1	15.2
ABCC3	843.96	541.86	373.34	874.34	563.86	1151.78	588.94	862.4	1309.6	874.12
ABCC4	653.675	784	510.25	723.575	572.875	288.975	422.45	717.65	718.35	844.875
ABCC5	513.266666666667	630.9	493.133333333333	539.233333333333	481.733333333333	368.4	750.433333333333	418.933333333333	472.333333333333	573.133333333333
ABCC6P1	9.8	82	56.2	63.4	21.6	48	126.3	188.2	57.1	15.8
ABCC8	30.45	27.9	15.15	16.7	15.55	21.35	491.15	18.85	25.5	33.9
ABCC9	32.42	70.9	39.24	85.88	77.8	35.36	242.76	108.84	39.86	84.78
ABCD1	826	665.9	454.8	375.9	543.3	1615.3	1380.3	1267.7	758.3	1306.8
ABCD2	36.5	2.8	36.1	27.5	3.2	48.5	82.9	8.5	96.8	66.1
ABCD3	4080.4	3075.05	3855.45	4120.4	3586.05	3360.6	2059.65	3173.9	3964.45	3780.7
ABCD4	396.15	301.6	394.9	473.2	207.85	586.35	816.35	495.85	488.25	546.9
ABCE1	3959.55	5753.65	3715.1	4076.9	5811.2	3834.1	3278.5	4206.2	5151.3	4343.3
ABCF1	4025	4237.1	2741.1	3195.4	4386.6	3983.7	3443.2	3610.9	3049.9	2932.9
ABCF2	1477.66	1588.36	1167.98	1044.8	1601.04	1340.02	1125.3	1462.08	1409.76	1480.26
ABCF3	909.4	940.9	1037.4	728	754.2	1357.6	1759.8	1112.8	838.4	1013.2
ABCG1	55.7	82.1	106.825	30.65	71.9	78.025	323.65	38.175	83.95	107.25
ABCG2	107.3	121.9	150.2	117.6	153	139.8	154	69.2	181.3	20.5
ABCG4	187.8	336.3	269.2	164.9	194.5	359.9	355	111.1	43.7	233.2
ABCG5	18.3	7.8	22.9	10.2	40.2	16.7	241.1	7	99.1	65.3
ABCG8	23.7	33.8	13.8	25	22.5	35.7	89.2	21.9	27.9	21.2
ABHD1	125.8	76.3333333333333	111.066666666667	155.466666666667	89.2666666666667	164.066666666667	217.333333333333	114.733333333333	140.066666666667	116.966666666667
ABHD10	2124.05	1773.15	2766.35	2040.65	3439.65	2209.1	3232.2	2326.4	3066.55	2960.55
ABHD11	230.233333333333	353.633333333333	374.033333333333	276.166666666667	348.866666666667	292.633333333333	568.966666666667	316.033333333333	435.066666666667	324.4
ABHD12	1598.23333333333	2078.63333333333	1352.06666666667	1562.46666666667	1506.53333333333	1978.63333333333	1883.2	1896.9	1345.93333333333	2010.13333333333
ABHD13	449.05	232.05	366.9	286.15	329.75	278.55	110.65	238.2	245.05	296.9
ABHD14B	3649.9	4180.6	1639.3	1824.4	1983.9	6792.2	7415.6	5465.8	8541.4	5538.9
ABHD15	626	711.5	521.7	533.4	538.7	576.3	422.9	711.4	787.7	781.3
ABHD16A	463.65	646.05	530.15	634.05	623.7	779.65	781.1	1118.6	773.1	880.25
ABHD16B	7.5	9.5	5.9	10.3	7.9	19.2	59.2	13.8	24.2	19.7
ABHD17A	4969.1	4220.6	3828.7	3404.5	3745.6	4689.2	4391.5	4484.3	4668	4681.1
ABHD17B	946.233333333333	913.9	1055.9	1142.03333333333	1276.86666666667	483.9	1378.76666666667	796.933333333333	677.633333333333	799.433333333333
ABHD17C	1531.9	1245.2	1282.6	3100.3	1164.4	1370.5	1264.9	1555.9	1545	1458.6
ABHD2	1780.48333333333	1301.1	1160.78333333333	1379.73333333333	1157.15	926.466666666667	788.033333333333	1865.53333333333	1053.23333333333	1435.96666666667
ABHD3	437.2	764.6	908.5	1194.9	1582.8	406.8	442.7	719.5	229.4	355.7
ABHD4	2226.65	2630.4	1760.15	1717.35	1635.8	2659.4	2480.85	2816.05	2863.2	2406.45
ABHD5	1073.95	1040.425	1248.025	1262.5	722.85	644.275	716.75	1109.875	1261.5	754.6
ABHD6	324.2	244.525	311	320.6	511.675	461.9	603.375	530.75	500.7	597.475
ABHD8	633.1	411	471	306.5	278	951.5	773.1	530.2	474.9	923.7
ABI1	2286.16666666667	3020.56666666667	3755.73333333333	2738.9	2869.7	2127.93333333333	1976.9	2881.06666666667	2585.16666666667	2776.73333333333
ABI2	2136.28571428571	2336.18571428571	1960.54285714286	2139.02857142857	1791.41428571429	2573.57142857143	2073.95714285714	2146.92857142857	2959.84285714286	2463.87142857143
ABI3	111.4	315.5	394.3	233.7	199	267.3	520.8	699.5	263.5	291.2
ABI3BP	8140.1	5514.73333333333	7753.26666666667	2998.5	3238.4	10330.2666666667	7863.06666666667	8997.53333333333	13084.7666666667	6058.9
ABL1	7801.9	10323.8	4950.9	7990.2	8492.4	9945.1	7788.6	9952.3	7622.2	10536
ABL2	1480.56666666667	1721.03333333333	1582.83333333333	1139.33333333333	1441.9	1480.2	2055.93333333333	1761.53333333333	1626.53333333333	1906.9
ABLIM1	316.25	517.75	1059.1	1035.05	209.1	421.3	599.55	236	323.55	400.4
ABLIM2	141.16	149.3	96.7	36.86	99.76	158.56	181.18	46.04	171.36	77.14
ABLIM3	411.2	228.8	202	324.8	249.5	215.1	386.7	621.2	391.2	455.8
ABO	103.6	39.1	106.25	118.4	51.5	215.6	222.75	132.7	219.15	46
ABR	2850.95	2693.6	2649.85	2137.6	2613.7	2459.2	2062.65	2629.7	2072.05	2172.1
ABRA	39.75	8.35	27.85	24.35	8.3	38.75	152.7	4.75	6.65	31.3
ABRACL	2415.3	3224.4	3219.5	2843.3	2523.1	2215.1	2098.2	2180.3	2861.5	2866.1
ABT1	907.6	1200.3	1145.1	784.5	1109	868.9	599.6	1005.2	930.3	1043.4
ABTB1	81.12	216.56	139.58	166.06	101.52	297.28	555.46	231.76	199.62	264.06
ABTB2	435.35	522.75	370.95	344.2	366.25	563.35	230.25	568.85	379.8	399.05
AC000111.3	44.5	1.8	8.2	2.3	10.8	75	15.5	120.1	38.9	9.6
AC002059.10	290.7	224.8	253.8	264	282.5	191.8	725.4	214.2	453.7	218.8
AC002064.5	29.5	56.2	28.4	13.5	30.7	85.9	24.5	40.4	4.7	16.6
AC003973.4	7.2	51.5	8.9	14.6	18.6	85.5	56.3	90.7	27.3	54.7
AC003989.4	176.8	187.3	117.6	54.3	140.2	160.2	84.4	254.5	439	112.5
AC004692.5	1403.7	1083.1	1454.9	1224.8	1313.2	1081.2	1913.2	988.7	1662.4	1367.1
AC004941.5	1375.6	1749.9	820.7	1017.8	1079.6	993.6	1595	1466.2	1101.6	1030.4
AC005162.4	24	19.9	116.9	48	62.5	62.3	138.4	37.4	95.4	44.2
AC005224.2	95	76.5	40.1	67.7	63.7	80.8	612.4	111.4	105.9	117.4
AC005256.1	20.3	18	11.4	10.7	38.8	31.6	102	28.6	26.3	25.6
AC005306.3	25.4	16.8	13.6	88.6	12.6	29.1	99.9	57.6	197.4	23.7
AC005498.3	100	124.6	135	108	87.9	31.1	143.1	57.3	104	162.5
AC005523.2	340.9	316.7	507.6	343.8	159.6	241.4	870.1	270	249	342.9
AC005523.3	56.6	98.4	45	11.6	101	170.2	205.7	18.1	29.3	33.2
AC005537.2	15.4	22.8	12.1	5.4	12.1	8.3	54.8	12.9	9.1	11.9
AC005592.3	124.5	47.2	94.1	57	52	105.5	216.7	59.7	148.6	41.1
AC005606.14	46.8	90.2	16.1	11.8	9.4	17.3	87.6	15.6	55.8	25.5
AC005785.2	170.5	199.4	201.5	135.2	181.1	178.3	505.3	49.8	218.3	187.4
AC005838.2	141.2	54.6	22.3	84.2	10.7	61.7	178.5	53	98.1	13.6
AC006026.13	73.2	147.4	29.5	112.6	18.9	236.1	351.3	89.5	9.2	125
AC006129.2	1.4	10.3	6	1.2	20.2	8.1	60.1	3.1	39.6	8.2
AC006538.1	44	81.8	91.5	79.7	72.4	9.7	150.4	21.9	50.1	58.5
AC007292.3	355	281.1	11.8	150.4	224	124.2	239.2	269.9	250	212.3
AC007349.5	9.6	7.2	10.4	28.6	45.2	61.9	21.1	9.7	56.7	31.3
AC007362.3	38.7	123.2	33.0333333333333	19.5	46.6333333333333	45.1	96	67.1	39.1	51.2
AC007365.3	294.9	202.5	392.7	231.8	272.3	393.2	335.5	128	248.1	278.4
AC007389.3	108.8	133.5	83.2	138.9	13.6	247.8	248.4	221.5	356.9	90.7
AC007401.2	163.5	116.8	79.9	92.4	126.9	11.8	76.8	121.4	145.1	97.1
AC007680.2	6.4	20.8	37	60.1	13.7	17	459.9	6.3	21.5	91.1
AC007787.2	23.4	27.1	14.9	13.4	8.8	35.7	109	34.7	24.7	32
AC008088.4	41.9	21.2	100.4	4.2	148.7	36	118.6	230.8	171.3	130.1
AC008746.12	71.7	69.7	107.8	61	122.7	24.3	115	24.1	91.5	24
AC008753.4	70.1	98.8	28.2	15.8	86.7	22.5	40.5	135.8	35.1	50.8
AC009120.6	338.8	304.9	286.4	315.8	178.1	258.5	65.1	231.4	377.7	339.8
AC009133.15	105.8	330.5	108.7	145.6	220.8	54.9	305.7	172.1	323.9	159.1
AC009502.4	16.9	137.4	20.9	99.5	135	154.5	113.6	103.8	157.4	97.5
AC010145.4	118.7	137.4	30.4	31.6	102	16.9	119.6	90.6	166.8	152.1
AC010524.4	169.95	111.15	51.6	28	77.9	84.3	272.85	88.35	130.8	106.3
AC012065.7	46.8	46.5	108.2	473	73.5	176.8	434.5	43.2	229.6	232.4
AC012360.6	12.1	209.4	32.9	217.7	133.9	124.2	127.1	26.1	405.6	117.2
AC012499.1	83.8	123.7	66.8	94.9	120.1	15	337.9	88.8	152	15.9
AC012531.25	19.6	180.1	52.5	24.5	10.9	22.3	259.4	20.3	31.2	36.8
AC013463.2	36.6	75.1	52.1	90.2	87.9	59.2	65.2	74.5	228.1	76.3
AC013733.4	7.3	19.85	20.25	18.9	7.65	56.05	49.3	31.35	9.45	5.65
AC016831.7	163.1	241.1	76.4	98.4	124.8	89.4	640.4	115	58.3	107.2
AC016999.2	143.3	186.3	125.4	91.4	126	220.7	202.2	346.7	277.1	201.8
AC017002.2	89.9	118.2	114.3	27.5	71.2	157.3	276.5	30.1	34.6	78.4
AC017104.6	51.7	245.8	125.9	46.2	133.7	113.4	763.6	167.5	389.1	377.8
AC018755.16	644	746.8	731.7	581.3	724.2	825.6	1159.3	531.7	884.2	923.9
AC018755.17	23.8	2.7	2.3	10.9	1.8	9.4	41.3	60.4	12.7	22.4
AC018766.6	11.9	52.1	13.2	5.8	45.9	102.9	399.6	12.4	9.5	14.6
AC018816.3	263.6	205.6	150.9	28.1	23.2	196.4	123.5	129	144.8	165.4
AC024560.2	82.5	131.9	180.3	230.3	185.5	205.4	337.4	53.4	262.7	24.6
AC025442.3	107.9	139.05	57.6	72.85	89.15	136.15	364.4	133.85	156.3	122.75
AC064852.4	107.2	13.9	14.8	60.3	31.8	10.3	171.8	128.3	156.3	23.6
AC067956.1	2.8	5.2	50.2	36.3	3.8	13.4	56	5.8	3.7	12.2
AC068039.4	503.5	92.3	206.3	303.9	118.9	346.6	81	127.5	100.2	69.6
AC068138.1	118.8	123.1	125	123	107.2	95.1	200.6	138.5	41.1	134.7
AC068831.3	19.3	20.8	60.8	101.8	12.4	36.9	84.9	10.5	28.9	117.2
AC073283.7	39.9	238.4	181.9	30.1	29.9	370.3	87.1	31.3	95.5	105.1
AC073321.4	248.8	252	123.6	203.6	228.2	178.5	194.4	263.7	356.6	443.5
AC074212.6	75.2	83.65	55.8	102.6	32.55	98.9	290.25	104.65	41.6	90.15
AC079305.10	197.7	34.7	62.3	14.3	21.1	186.8	99.5	14.1	45.3	10.8
AC079741.2	77	88.5	75	12	77.9	8.5	70.4	37.4	146	124.4
AC079767.4	126.2	122.7	61	66.2	88.4	5	209.8	172.5	101.7	173.1
AC079807.4	39.9	48	6.6	47.8	115.8	195.4	105.3	7.9	129.6	161.6
AC083843.1	54.25	56.8	12.7	51.85	29.3	84.9	98.4	47.35	34.95	159.75
AC083949.1	219.8	83.1	166.9	154.6	153.6	110.5	338.1	7.5	187.3	141.9
AC084219.3	131.3	19.9	56.7	45.3	102	64.6	72.5	63.8	102.8	114.9
AC087501.1	14.8	9.4	52.2	25.3	57.9	14.2	44.8	105.8	91.7	15.3
AC090627.1	25.9	5.7	7	2.6	46.2	23.7	351.2	10.3	118	61.2
AC091133.1	557.7	283	322.3	567.3	326.4	410	415.2	327.6	131.6	338.1
AC091633.3	63.2	66.8	43.9	48.6	51.4	17	11.3	129.9	94.5	4.6
AC092192.1	56.8	39.9	43.2	29.8	86.8	115.6	336.5	2.1	8.2	2.9
AC092620.2	73.2	153.2	95.5	211.9	89.8	135.5	204.5	105.1	114.5	181.4
AC092660.1	211.4	177.2	120.4	134.4	127.6	117	564.6	117.8	306	148.5
AC092667.2	14.6	137.7	99.3	8.7	17.3	163.6	455.1	26.5	9.1	16.8
AC100830.4	151.7	206	136.3	163.9	100.7	103.9	83.7	223.7	164.1	105.9
AC104667.3	16.2	22.2	17.5	37.8	27.2	32.7	166.9	27.4	12.2	64.6
AC106801.1	226.2	336.5	278.7	249.2	374.6	355	223.8	190.9	415	348.1
AC108056.1	10.6	103.5	8.5	50.4	55.7	4.5	73	27.5	136.8	99.4
AC112198.1	80.8	5.9	17.6	82.6	47.5	121.1	426.7	137.7	125.8	104.2
AC114730.11	139.6	23.8	47.7	14.5	15.2	140.1	64.3	6.7	12.7	12.5
AC114752.3	86	65.2	79.8	47.2	60.5	23.1	164.2	9.3	14.1	166.3
AC124997.1	80.7	57.9	71.9	23.8	51.1	9	97.9	74.4	4.9	6
AC136289.1	79.3	63.5	56.3	72	6.8	43.5	76.8	4.3	53	17.2
AC139100.3	26.2	12.1	16.3	2.7	18	12.5	95.9	3.6	10.3	31.6
AC141928.1	112.15	158.75	86.3	133.9	92.55	100.3	301.15	105.7	212.7	122.25
AC144652.1	156.5	387	110.6	201.8	225.3	209.9	234.6	65.8	209.8	223.3
AC145343.2	85.4	207.9	22.5	128.2	198.5	231.3	527.5	189.2	194.2	206.5
ACAA1	1364.1	1564.2	1630.7	1695.95	1510.85	1951.2	1942.8	1813.6	1247.6	1416.55
ACAA2	2540.83333333333	1465.73333333333	3071.33333333333	2396.4	3215.6	2388.46666666667	1953.06666666667	2376.03333333333	2329	2185.03333333333
ACACA	788.5	1600.85	588	790.7	932.35	1404.35	291.95	1148.45	998.6	1021.25
ACACB	182.7	224.95	190.016666666667	262.15	207.366666666667	201.45	1066.01666666667	181.7	165.783333333333	118.216666666667
ACAD10	223.8	265.75	178.075	258.925	175.325	260.625	414.5	282.025	197.425	287.15
ACAD8	1217.1	1386.6	1346.6	1391.1	1622.1	1344.9	1243.2	1624.5	1424.3	1363.8
ACAD9	1455.2	1741	1598.5	1764.1	1922.1	1542.4	1171.6	1601.6	1178.6	1610
ACADL	9.3	25.5	46.2	8.4	32.2	104.9	309.55	43.5	7.8	16.05
ACADM	3292.8	3534.9	4250.3	4651.6	3200.5	2699.5	2241.2	2630.3	3613.4	2951.2
ACADS	432.6	465.3	517.1	362	525.2	487.4	580.5	513.5	409.3	560.5
ACADSB	509.6	576.55	309.85	327.9	483.75	334.6	312.3	412.2	191	208.4
ACADVL	8729.4	5924.6	8714.1	9919	9591	9862.8	5678	9547.7	8613.2	8171.2
ACAN	437.825	489.25	2131.6	1359.425	298.35	2014.375	1646.825	755.925	876.05	1545.75
ACAP1	112.966666666667	123.9	90.7666666666667	107.2	112.633333333333	81.9	177.1	131.833333333333	192.8	58.8333333333333
ACAP2	1605.2	1896.3	2079.43333333333	1744.53333333333	1549.06666666667	1774.36666666667	1256.1	1558.93333333333	1733.03333333333	1730.96666666667
ACAP3	769.4	881.3	358.7	407.25	633.05	795.15	1376.75	821.6	807.75	673.45
ACAT1	1849.86666666667	2238.63333333333	2244.4	2353.16666666667	2612.56666666667	1369.06666666667	1222.56666666667	2132.66666666667	1722.13333333333	1538.3
ACAT2	1108.9	1765.8	1000	986.9	1858.7	533.2	1201.7	1029.2	679.6	937.6
ACBD3	5487.2	4886.95	5843.9	5702.1	5890.55	5087.35	4827.35	3957.8	5093.1	4837.95
ACBD4	567.8	364.6	523.5	610.8	341.7	621.8	1026.4	672	665.6	815.1
ACBD5	2254.25	2136	2309.75	2418.2	2392.2	2646.6	2230.9	2045.85	1962.4	2266.8
ACBD6	3055.8	2881	2544.3	2605	2985.1	2775.6	2611.2	2816.1	4043.3	3150.8
ACCS	147.4	397.5	230.6	519	420.8	308.6	124.8	306.5	336.1	362.1
ACD	957.6	1332.1	1121.5	713.2	1249.3	1254.8	649.4	838.4	1148.5	1085.8
ACE	37.95	47.3	54.1	47.85	44.3	62.55	350.8	100.2	43.6	37
ACE2	16.3	45.05	6.5	8.9	16.85	11.5	300.3	8.9	87.05	34
ACER1	10.9	13.9	10.3	6.6	10.8	37	94.3	16.1	19.7	9.5
ACER3	670.083333333333	630.683333333333	645.033333333333	515.933333333333	580.866666666667	454	377.633333333333	479.633333333333	272.95	459.866666666667
ACHE	21.2333333333333	16.1333333333333	82.7	54.6333333333333	38.4333333333333	77.3	127.966666666667	57.1	69.4333333333333	89.2666666666667
ACIN1	1220.7	1263	1027.9	1223.9	1400.9	1527.7	1236.1	1424.7	1724.5	1367.3
ACKR1	41	27.6	10.1	8.3	12.2	38.7	73.8	68	100.7	55.4
ACKR2	87.1666666666667	162.3	104.833333333333	128.966666666667	99.2	154.466666666667	345.8	97.2333333333333	162.966666666667	91.2333333333333
ACKR3	1311.3	1269.2	5513.4	1828.4	462.35	1831.4	2524.9	1837.3	2335.35	2467.9
ACKR4	169.7	69.6	89.8	1982.2	4.1	45.4	139	128	76.7	48.5
ACLY	7857	10606.2333333333	7393.86666666667	6645.23333333333	10458.4666666667	6881.73333333333	4420.1	8145.6	5312.9	7024.86666666667
ACMSD	69.1	36	36.6	50.8	6.4	17.7	258.4	57.4	72	39.9
ACN9	741.3	525.4	770.8	873	1053.7	418.9	373.5	687.4	571.3	435.9
ACO1	2656.85	3277.3	2066.65	3034.95	3163.05	2971.65	2350.35	2501.65	2533.4	2979.5
ACO2	2061.5	2972.7	2187.6	2408.3	1841.45	2244.9	2796.2	2807.25	2775.25	3021
ACOT11	57.25	53.475	61.875	56.9	28.25	75.85	202.55	20.1	114.325	56.8
ACOT12	4.1	10.6	40	37.4	59.5	27	237.4	120.1	78.8	90.4
ACOT13	4549.8	2491.1	4025.8	3625.5	4169.6	4270	4004.1	4145.4	5378.3	4747.3
ACOT4	381	590	331.5	152.7	171	611.2	448.9	626	251.9	485
ACOT6	9.4	13.5	6.6	4.3	19.9	10.5	233.9	22.9	13.8	14.6
ACOT7	1794.45	2351.15	2037.35	1442.5	2783.6	1872.55	1382	2701.2	1653.5	2548.2
ACOT8	733.65	752.9	689.45	550.2	716.65	1055.8	1197.35	1022.65	769.25	885.7
ACOT9	3774.8	4937.2	5582.1	4404.1	5600	3247.6	3530.7	3879.4	3114.9	4359.2
ACOX1	784.3	783.96	807.46	885.06	781.36	968.7	530.7	830.56	481.04	725.22
ACOX2	1174	1581.9	1440.2	1354.1	661.5	1388.2	1201.4	1858	1413.5	1422.9
ACOX3	679.4	826.85	622.15	624	817.4	823.2	701.15	743.1	791.6	798.3
ACOXL	34.4	79.55	12.6	102.1	28	106.35	78.3	42.05	182	138.65
ACP1	3525.05	2824.925	3097.375	3152.975	4003.25	2696.35	3237.775	2331.45	3309.625	2987.725
ACP2	1138.3	2209.7	2167.7	1863.6	1990.8	2029.9	1422.9	2241.3	791.5	1544.6
ACP5	108.4	240.1	47.4	145.2	326.4	183.9	1475	182.6	291.4	17.7
ACP6	417.85	448.65	642.9	522.7	498.25	732	982.7	434.85	534	524.35
ACPP	21.3333333333333	33.0666666666667	11.9666666666667	31.2666666666667	32.5666666666667	16.7	120	23.4666666666667	87.3333333333333	19.0333333333333
ACPT	462.9	627	284.3	246.9	196.2	446.7	808.5	498.5	735.1	533.2
ACR	50.8	21.8	159.2	10.5	127.3	273.2	127.8	40.4	26.5	38.2
ACRBP	48.9333333333333	32.8333333333333	40.7	8.33333333333333	36.4666666666667	85.3333333333333	182.133333333333	15.7	61.3333333333333	75.1333333333333
ACRC	249.4	381.7	318.3	321.5	252.9	429.2	475.2	258	313.1	349.9
ACRV1	148.616666666667	136.95	98.0666666666667	74.6833333333333	124.85	142.05	447.033333333333	162.5	120.083333333333	175.333333333333
ACSBG1	54.4	43.35	57.35	33.4	23.3	71.8	119.35	95.45	49.15	65.25
ACSBG2	125.9	133	12.8	106.6	59.7	43.5	415	21.2	167.2	52
ACSF2	1180.2	818.3	847.3	869.3	1017.3	1488.6	1124.1	1299.4	843.3	1343.8
ACSF3	134.4	294.1	131.966666666667	119.333333333333	200.633333333333	469.533333333333	548.466666666667	255.1	223.333333333333	311
ACSL1	2305.9	1924.3	1817.75	2232.95	2047.05	1521.1	1375.15	2071.45	2019.1	2042.3
ACSL3	3557.03333333333	5234.26666666667	4589.76666666667	3956.96666666667	3353.93333333333	3633.96666666667	2987.5	2978.06666666667	3552.06666666667	3828.83333333333
ACSL4	1314.33333333333	961.333333333333	983.733333333333	1261.73333333333	860.266666666667	749.266666666667	512.7	798.2	768.166666666667	727.533333333333
ACSL5	263.4	188.45	173.1	331.35	363.55	128	219.25	304.35	102.4	163.15
ACSL6	46.44	34.92	39.14	36.5	28.76	58.14	182.94	53.18	63.56	35.84
ACSM1	15.95	16.2	13.25	17.45	11.2	12.65	87.15	6.1	11.4	76.1
ACSM2A	88.5	32.95	6.95	38	51.6	67.65	126.7	11.35	97.4	19.85
ACSM2B	2.6	58.1	6.7	12.7	72.8	14.5	263.5	21.9	98.6	16.7
ACSM3	100.7	47.7	61.95	62.6	95.95	72.15	229.5	96.1	134.45	51.2
