geneNames	GSM878095	GSM878096	GSM878097	GSM878098	GSM878099	GSM878104	GSM878105	GSM878106	GSM878107	GSM878108
SCUBE1	165	174.4	12.7	86.2	103.5	220.3	122.9	17.5	173	75.3
SCUBE2	201.1	144.9	102.2	65.2	126.2	200.3	286	155.3	77.6	131.5
SCUBE3	1672.275	3764.075	5459.225	4840.425	1885.925	2737.925	517.325	2428.175	304	3503.95
SCYL1	839.35	668.4	582.75	756.55	814.8	1388.6	1133.35	1245	1145.95	1049.3
SCYL2	2491.63333333333	3593.5	3621.33333333333	2866.06666666667	3989.76666666667	2780.53333333333	1933.1	3476.8	2501.36666666667	3103.16666666667
SCYL3	650.2	587.3	553.066666666667	692.766666666667	625.4	766	551.133333333333	656.366666666667	541.6	528.233333333333
SDAD1	1125.96666666667	1475.3	1049.06666666667	675.4	1179.53333333333	1466.4	1191.3	1780.73333333333	1804.6	1408.96666666667
SDC1	981.25	1753.5	562.7	519.7	1582.3	1125.15	1380.05	786.35	800	1569.65
SDC2	5831.26666666667	6017.73333333333	8505.86666666667	6622.5	6598.93333333333	6956.93333333333	6771.83333333333	6421.43333333333	7065.2	5487.06666666667
SDC3	559.9	813.85	205.25	177.85	345.9	1480.55	1643.2	884	1369.75	864.85
SDC4	13690.7	7056.9	14584.6	13671	5287.9	19312.1	20532.6	10080	15985.5	10959.7
SDCBP	19014.2	18287.8	25767.6	23934.9	22228.1	19276.3	17828.3	22357.6	22983.2	24260
SDCBP2-AS1	163.45	34.75	189.15	138.8	91.35	189.7	173.55	78.5	56.2	42.75
SDCCAG3	589.333333333333	644	433.6	606.4	685.2	641.633333333333	675.2	345.566666666667	599.4	520.266666666667
SDCCAG8	447.125	422	474.55	503.075	516.15	401.775	361.45	461.725	369.375	474.725
SDE2	2133.85	2597.5	2949.45	2302.6	3057.25	2804.5	2131.6	2093.8	2859.65	3000.9
SDF2	2190.3	2028.4	2780.9	2714.8	2901.9	2310.2	2588.1	2067.7	2116.8	2124.7
SDF2L1	703.5	1190.4	945.6	1055.3	822.3	646.8	1331.3	1075.2	848	603.1
SDF4	9084.925	9388.7	10824.8	11081.425	9855.375	10485.45	9433.675	10154.55	9701.3	9528.05
SDHA	6463.6	3756	5826.7	5956	4322.3	7522.6	5054	6367.8	4983.7	6699.2
SDHAF1	1448.9	1303.2	1268.05	1254.25	1279.75	1533.6	2134.05	1097.2	2138.5	1549.1
SDHAF2	2993.1	1540	1939.5	1452.5	2376.2	1927.4	1504.8	1374.3	1634.7	1798.1
SDHB	2358.7	2348	2697.65	2110.35	2934.55	2237.75	1772	2502.65	2275.95	2660.25
SDHC	2711.42857142857	3180.92857142857	4192.17142857143	3850.21428571429	4213.97142857143	2805.85714285714	2273.52857142857	3185.04285714286	2978.41428571429	3159.2
SDHD	4411.3	3469.35	4876.25	4939.55	3894.4	3302.05	3236.3	3559.75	4530.75	3691.75
SDK1	69.55	101.5	30.3	42	114.65	101.3	412.7	115.95	90.45	85.2
SDK2	74.94	53.22	69.76	89.86	27.92	88.76	227.54	99.62	116.58	45.14
SDPR	105.6	67	110.5	404.25	124.75	125.75	266.25	117.1	94.6	62.35
SDR16C5	5.1	50	44.1	71.6	109.4	94.2	168.8	70.2	46	16
SDR39U1	1449.2	1549.3	1634.8	1799.8	1907.3	1617.4	1906.5	1600.2	1378.5	1607.7
SDR42E1	118.55	232.05	39.5	182.3	77.35	40.15	105.05	39.15	25.05	123.2
SDR9C7	5.7	35.2	11	5.5	8.8	6.2	79.9	53.2	11.6	22
SDS	122.35	166.15	57.5	100.1	110.3	101.6	203.15	187.5	135.7	132.8
SDSL	242.8	270.5	523	150.8	170.9	416.8	93.9	423.6	240.3	149.4
SEC11A	21788	22030.55	24888.8	24770.95	26827.7	17824.85	21071.05	17556.55	26261.75	20846.55
SEC11C	553.25	831.35	619.4	513.25	973.55	431.35	829.1	692.05	322.75	346.8
SEC13	11310.9	10538.5	12439.7	9646.7	17292.6	8796.7	12987.6	9135.4	10317.8	9867.4
SEC14L1	1441.225	1319.475	1873.8	1484.825	1168.425	1753.725	1653.975	1467.825	1674.775	1628.75
SEC14L1P1	144.8	110.7	60.4	76.4	157.1	106.6	286	14.1	91.5	147.4
SEC14L2	338.7	323.233333333333	403.333333333333	138.333333333333	212.966666666667	406.766666666667	423.633333333333	193.4	221.233333333333	273.6
SEC14L3	23.1333333333333	46.7	8.76666666666667	13.4666666666667	47.0333333333333	52.0666666666667	223.3	63.1333333333333	123	39.1
SEC14L4	111.8	116.3	91.7	63.1	32.3	134.15	115.7	77.7	69.35	92.85
SEC14L5	211	177.7	170.1	194.5	163.4	268	781.6	283.4	224.2	278.6
SEC16A	5908.6	5279.5	2125.1	4760.3	4789.5	5750.7	3647.1	3697.5	4808.2	5347.1
SEC16B	257.92	240.14	257.42	358.88	231.66	222.38	543.12	266	250.86	272.06
SEC1P	22.2	21.3	14.7	58.8	29.5	41.9	619.9	132	314.9	26.6
SEC22A	993.6	802.65	968.1	1317.45	1301.6	834.15	743	714.45	553.5	799.6
SEC22B	23329.2	13257.2	17549.3	17150	18106.8	14234.2	12344.2	18257.6	22705.5	19743.2
SEC22C	1141.46666666667	982.55	1466.28333333333	1149.45	1139.73333333333	599.733333333333	698.083333333333	764.016666666667	678.066666666667	815.266666666667
SEC23A	13002.55	11097.7	12674.25	12231.15	15789.3	9956.1	10129	11573.85	12740.65	12549.6
SEC23B	2120.6	2221.53333333333	2750.23333333333	2544.33333333333	2351.23333333333	1601.06666666667	1370.7	2200.46666666667	2070.9	2253.8
SEC23IP	1260.35	1288.85	1445.8	1335.3	1658	1087.175	890.85	1139.075	1581.625	1258.875
SEC24A	3195.66666666667	2729.86666666667	2501.5	2559.9	3000.43333333333	3521.56666666667	2838.4	2150.83333333333	3625.1	2615.66666666667
SEC24B	6256.5	6939.4	6169.5	6263.2	7230.7	5858.9	4998.4	5839.2	5416	6932.5
SEC24B-AS1	109.4	107.5	96.9	231.6	185.1	168.2	302.6	196.6	137.2	107.4
SEC24C	3630.6	3319.5	3624.4	3937.8	3471	3490.4	2701.7	3555.7	2931.7	3378.9
SEC24D	2230.1	2313.96666666667	2280.5	2273.3	1928.93333333333	2038	1898.1	2170.53333333333	3057.33333333333	2539.2
SEC31A	22379.2	18612.95	20633.4	19102.1	19504.75	20732.65	19096.6	20177.6	20747.75	20593.9
SEC31B	60.4	51.6	20.9	39.3	101.6	191.3	235.9	267.2	107.8	137.4
SEC61A1	9366.7	12781.75	8785.95	9004.2	9892.45	9709.3	7475	11666.35	11081.1	10552.45
SEC61A2	270.1	377.166666666667	247.7	261.366666666667	295.4	461.233333333333	604.433333333333	425.733333333333	364.866666666667	316.666666666667
SEC61B	11000.9	12645.9	13791.35	14249.75	15921.75	9168.8	8705.75	11000.8	11546.95	12253.85
SEC61G	21214.1	18791.7	18872	16733.4	22833.5	22740.1	21466.3	16790.6	18769.2	16101.8
SEC62	7896.34	4702.3	7088.76	7735.2	5561.8	5806.58	5363.44	5322.36	4916.78	5515
SEC63	2754.68	2895.8	2870.4	2753.86	2462.12	2881.72	2006.6	2754.16	3219.02	3029.38
SECISBP2	1175.5	1358.7	942.35	1096.25	1278.65	918.65	555.4	902.15	1339.7	1008.65
SECISBP2L	1602.55	1359.8	2248.25	2288.6	1273.15	1957.75	1410.75	1508.75	1496.5	1673.7
SECTM1	670.4	208.2	362.8	588.7	560.2	96.4	298.5	1459.9	418.5	510.3
SEH1L	2772.1	3380.6	1985.5	2145.5	3390.75	2283.3	1352.45	2033.95	2283.2	2030.05
SEL1L	2555.375	2973.05	2249.35	2450.3	2166.925	2089.7	1785.9	1965.85	2442.375	1779.175
SEL1L2	111.6	7.5	40.3	98.5	365.2	78.3	604.6	84.3	40.1	9.1
SEL1L3	3649.45	3006.65	1765.375	896.75	3490.875	2875.425	3632.725	1701.125	4437.85	2823.875
SELE	72.2	8.9	73.8	15.6	9.9	91.4	28.4	88.8	37.2	14
SELENBP1	1610.8	1076.1	1820.3	2198.8	1391.1	724.4	1029.6	1983.5	1001.5	1237.2
SELK	6711.4	4865.3	9720.3	10185.3	9080.4	6357.8	7667.8	7455	8068.1	7669.4
SELL	29.6	45.7	17.9	81.2	78	39.9	97.1	89.1	67.6	4.4
SELM	9522.6	8655.8	16612.7	16761.4	15832.1	21440.1	22922.3	17649.3	12868.7	14776.7
SELO	1052.4	823.9	837.2	892.2	906.9	1546.8	1518.2	1254.7	1162.05	1098.7
SELP	189.2	186.6	209.6	224.1	93.3	49.2	570.8	162.1	246.2	200.7
SELPLG	90.55	150.75	70.9	76.35	41.45	97.6	445.1	170.4	170.55	23.75
SELT	4175.15	4345.2	6378.15	5626	9658.85	3353.5	2379.7	6224.5	2934.55	3708.45
SEMA3A	315.766666666667	106.3	220.566666666667	545.533333333333	84.9	95.9	100.966666666667	418.7	48.4333333333333	109.9
SEMA3B	11.5	14.7	14.2	21	8.6	10.9	78.9	151	128.6	17.5
SEMA3C	6912.9	3729	13404.2	11637.45	6992.8	3921.6	2761.9	11944.7	3794.45	4374.1
SEMA3D	48.4	19.15	49.75	17.65	50.85	44.05	185.4	80.8	69.95	23.35
SEMA3E	2	2.7	22.6	5.5	45.1	4.6	143.6	17.8	33.7	28.9
SEMA3F	892.5	458.433333333333	2132.76666666667	1459.03333333333	721.833333333333	624.166666666667	623.033333333333	716.3	331.8	524.666666666667
SEMA3G	104.6	15.9	94.6	79.6	23.6	43.3	200.1	89.4	60	47.5
SEMA4A	183.8	163.45	96.55	162.1	118.6	209.2	346.4	123.4	201	165.45
SEMA4B	943.6	856.3	568.7	648	457.2	711.5	763.5	760.8	1008.9	821.1
SEMA4C	1759.35	1883.65	2047.1	1744.85	1325.35	4147.45	3004	1973.45	3517	2571
SEMA4D	112.9	40.5	49.55	38.8	25.2	146.75	240.4	111.85	135.8	71.55
SEMA4F	484.633333333333	806.9	480.8	525.533333333333	557.366666666667	563.1	914.566666666667	857.166666666667	571.666666666667	697.933333333333
SEMA4G	89.75	142.15	67.55	132.95	167.5	218.65	912.45	76.7	132.5	165.1
SEMA5A	1400.93333333333	1100.26666666667	1797.5	1352.23333333333	1106.86666666667	1814.43333333333	1032.96666666667	1870.6	1414.1	1680.16666666667
SEMA5B	38.3	93.1	48.3	56.7	40.4	105.4	1038	65.3	170.6	115.5
SEMA6A	77.9	33.48	46.56	37.02	36.6	54.06	210.64	49.9	49.68	73.98
SEMA6B	148.833333333333	230.333333333333	142.333333333333	154.866666666667	90	106.466666666667	720.966666666667	156.433333333333	236.2	167.7
SEMA6C	20.5	86	101.2	28.5	147.1	56.9	194.2	39.4	135.6	43.6
SEMA6D	134.44	66.56	76.34	160.2	93.86	110.32	271.88	77.62	117.12	146.6
SEMA7A	817.9	1076.95	1198.3	821.25	1127.65	1835.9	1328.05	1400.35	750.65	1336.3
SEMG1	39.7	19.2	26.1	1.7	3.8	7.2	278.9	15	126	38.5
SEMG2	43.4	9.9	52.6	30.3	61.6	72.4	260.7	90.1	53.8	91.4
SENCR	710	621.1	450.5	224.4	591.1	529.1	237.7	501.6	565.2	783
SENP1	633	616.9	595.65	576.8	741.3	414.3	655.5	489.05	498	602.7
SENP2	940.066666666667	798.766666666667	985.6	776.9	913.766666666667	902.866666666667	761.733333333333	945.533333333333	1126.46666666667	975.133333333333
SENP3	588.3	1232.7	631.5	863.65	1068.5	986.75	786.85	973.45	1167.2	1020.75
SENP5	711.866666666667	804.7	652.933333333333	898.966666666667	929.4	967.2	967	948.8	803.7	902.833333333333
SENP6	1655.83333333333	1760.96666666667	1832.1	2097.76666666667	1651.63333333333	1555.3	1459.8	1397	1649.7	1685.96666666667
SENP7	285	330.85	285.45	422.85	364.35	237.15	496.2	312.5	436.75	284.8
SENP8	342.7	310.05	316.65	233.45	311.8	336.85	383.7	136.75	388.05	306.4
SEP15	15781	14375.6	21985.2	20722.9	20282.9	14243.5	10172.4	16236.9	14350.3	14657.6
SEPHS1	1811.33333333333	2050.36666666667	1463.3	1280.5	1766.73333333333	1084.86666666667	1071.56666666667	1155.06666666667	1101.63333333333	1129.36666666667
SEPHS2	4496	3716.5	3869.7	3284.2	4725.6	3656.2	3094	3109.6	3315.6	2944.7
SEPN1	3309.1	4897.6	1600.9	2473.9	2123.4	4328.5	3582.7	4938.6	4228.9	4288.3
SEPP1	1184.2	836.85	4396.6	4433	33.75	679.8	1185.15	1233.55	814.2	539.7
SEPSECS	184.68	229.84	277.12	315.26	242.3	245.82	287.44	249.2	244.16	262.76
SEPSECS-AS1	102.3	15.5	117.2	67.2	73.1	74	34.8	129.1	96.6	4.4
SEPT1	236.1	138.8	147.4	108.4	291.3	496.1	799.9	207.4	517.5	305.3
SEPT10	10724	11166.4	9460.55	8832.95	7603.25	8399.4	7019.5	10299.85	9439.1	9882.55
SEPT11	6684.325	9525.175	7773.15	8576.275	4933.6	12140.875	7837.05	9926.15	10043.2	10134.875
SEPT12	31.5	19.2	24.3	16.4	31.1	109	180.6	38.1	43.6	17.3
SEPT2	10194.36	10950.48	12084.5	11237.24	13470.72	7177.84	7041.54	11112.08	8651.48	9492.68
SEPT3	87.6	249.7	127.7	150.1	201.9	364.6	561.1	169.7	167.2	262.9
SEPT4	132.5	71.8333333333333	46.2	67.7333333333333	76.3666666666667	138.233333333333	203.566666666667	26.8333333333333	216.333333333333	214.066666666667
SEPT5-GP1BB	44.3	137.9	52.25	60.55	181.2	191.4	85.9	28.2	160.95	32
SEPT6	409.9	318.58	239.36	397.32	206.18	330.32	559.16	302.92	373.36	393.52
SEPT7	5431.325	5299.925	6401.4	5934.775	6308.325	4916.525	4745.625	5373.775	4193.025	5009.05
SEPT7P2	164.1	140.1	138.05	146.7	160.5	113.7	230.65	186.65	139.15	111.5
SEPT7P9	96.4	180.7	16.1	141.6	135.4	151.1	476.6	129.1	187.8	174
SEPT8	1320.46666666667	1711.83333333333	1492.7	1727.36666666667	1479.13333333333	1114.5	1523.5	1509.6	1091.5	1362.96666666667
SEPT9	3983.05	4570.65	4408.675	3392.175	3686.9	6116.9	6462.075	5872.5	6476.025	5340.325
SEPW1	12256.4	14313.85	15215.8	10831.8	18973.4	14426.35	13618.1	14304.2	11226.7	11312.3
SERAC1	1212.55	1527.15	1583.95	1689.8	1279.45	1133.9	1261.55	1376.7	1351.1	1588.8
SERBP1	7965.74285714286	9434.41428571429	8442.5	8909.6	11017.0142857143	7609.14285714286	4520.54285714286	8686.67142857143	9085.8	9000.95714285714
SERGEF	371.166666666667	444.033333333333	257.533333333333	274.066666666667	319.433333333333	604.866666666667	556.5	417.566666666667	519.333333333333	410.433333333333
SERHL2	144.65	196.45	126.95	174.4	131.25	219.25	88.8	167.4	92.95	102.35
SERINC1	22155.5	16548.9	25560.6	19917.9	18788.3	23497.2	20167	26371.6	21529.8	23113.8
SERINC2	433.425	425	191.5	124.725	360.8	876.475	613	1611.625	216.275	679.35
SERINC3	10742.875	10467.975	12814.525	10512.5	8555.1	11440.8	8381.025	12124.2	7942.425	9501.425
SERINC5	4861.2	4049	4862.5	3609.9	2953.8	4410.4	2498.1	6443.2	3336.5	4271.1
SERP1	5683	5206.3	6594.4	5445.8	6098.4	5263.7	6694.7	5182.2	8298.6	5762.8
SERP2	136.833333333333	148.583333333333	130.65	98.5333333333334	110.15	92.6833333333333	201.4	82.0166666666667	139.8	105.7
SERPINA1	113.1	141.15	112.825	326.4	113.6	122.875	240.775	98.325	187.475	98.975
SERPINA10	23.9	26	19.8	54.9	46.8	132.6	192.6	83.9	29.1	71.5
SERPINA12	111.6	92.3	83.8	179.3	140.1	59.6	794.4	113.2	151	89.1
SERPINA2	22.4	11.6	27	13.9	22.1	26.5	78.8	49	23.8	25.4
SERPINA3	121.1	106	30.8	234	25.3	59.5	79.6	42.1	475.5	246.2
SERPINA4	226.3	196	33.9	92.6	98.4	117.5	665.5	79.8	132.5	190.1
SERPINA5	85.5	23	12.6	125.2	67.7	137.5	532.4	34.3	507	178.7
SERPINA6	43.9	46.2	11.3	15	39.3	22.5	136.8	25	87.1	35.6
SERPINA7	9.3	94.8	104	63.5	50.6	118.9	351.3	108.7	86.5	51.7
SERPINA9	430.5	399.3	647.3	54.8	113.3	303.9	158.9	774.5	84.2	530
SERPINB1	1676.475	1307.65	1555.325	1351.85	1243.05	1017.55	791.95	1097.075	908.1	779.65
SERPINB10	23.2	76.3	97.4	93.1	175.7	16.6	96.2	12.1	156	42.4
SERPINB11	100.4	89.4	82.4	69	63.1	91.1	301.9	26.3	210.7	135.2
SERPINB12	18.8	60.5	9.8	63.3	90	161.9	73	27.2	223.6	132.7
SERPINB13	36.9166666666667	94.3666666666667	38.8833333333333	27.6666666666667	55.5833333333333	52.1166666666667	171.8	60.0333333333333	84.5	32.9333333333333
SERPINB2	4466.3	215.2	3703.3	3782.7	18909.3	6145	1219.7	19037	2219.2	2153.1
SERPINB3	118.15	44.7	115.25	122.9	74.45	31.4	330.9	149	205.9	104.25
SERPINB4	145.4	8.8	113.3	83.8	5.5	71.5	31.4	73	67.5	39.6
SERPINB5	24.05	8.1	12.1	4.85	60	77.2	66.25	35.6	76.8	35.35
SERPINB6	1706.95	1744.975	2281.5	1588.25	1695.75	2204.775	2080.125	1834.825	1934.55	1849.575
SERPINB7	1917.1	509.4	357.2	823.6	389.3	2297	1200.1	438.8	1432.9	881.2
SERPINB8	399	676.5	335.5	352.35	627.15	463.5	620.5	718.15	352.65	377.8
SERPINB9	203.266666666667	111.866666666667	378.066666666667	496.033333333333	347.333333333333	138.133333333333	687.4	249.666666666667	202.133333333333	384.7
SERPINB9P1	87.3	147.7	172	233.1	131.8	25.4	82.7	173.5	59	192.1
SERPINC1	44.4	62.25	16.4	27.9	53.75	22.75	98.6	53.8	49.45	29.5
SERPIND1	65.9	37.2	23.9	16.8	104.6	22	66.7	16.8	82.8	14.7
SERPINE1	33506.8333333333	33858.2333333333	30677.6	27252.9666666667	44880.9666666667	56797.4	55257	57994.2333333333	48978.1666666667	47175.0666666667
SERPINE2	42065.9	25435	38165.05	36447.15	29673.75	39786.95	29710.35	46841.25	39555.5	38944.85
SERPINF1	8723.6	5668	15109.9	7633.6	3940.5	12904.4	23186.2	13543.6	22626.2	10413.5
SERPINF2	91.7	61.6	107.6	16.8	85.9	271.4	77.1	167.9	158.5	53.7
SERPING1	7495.3	5323.8	5456.3	6732.7	2491.3	7334.1	7804.8	6693.1	9662.7	5217
SERPINH1	20300.1	37738.4	31130.7	32094.2	30857.6	41454.8	45326.8	37763.3	59890.4	43846.6
SERPINI1	444.2	331.6	554	499	228.7	334	488.7	660.8	344.5	255.4
SERPINI2	19.2	26.8	8.1	17.3	119.8	65	163.9	42.2	83	82.2
SERTAD1	1405.3	2007.9	1863.4	1554.3	2372.8	5077.7	3755.5	2568.2	3212.5	2733.5
SERTAD2	12102.45	10651.55	13117.2	13754.7	10792.35	15625.25	11618.95	14668.05	13719.55	14842.2
SERTAD3	821.7	861.1	1213.9	1026.2	1880.9	961.5	1040	761.5	1077.4	794
SERTAD4	175.575	221.95	399.7	405.9	209.35	339.9	301.025	199.85	152.6	298.675
SERTAD4-AS1	251.8	484.2	605.4	616.5	320.5	731.6	882.5	425.7	114.6	571.4
SERTM1	46.3	38.3	24.1	63.6	108.4	8.8	304.5	13.7	93.3	2.1
SESN1	1195.5	1393.5	1495.5	1957.6	1575.4	2103.7	2880.3	1808.8	1815.6	1708.4
SESN2	2072.8	4343.9	1126.35	1143.25	1101.45	2907.3	3041.6	2317.85	1523.5	3039.95
SESN3	207.285714285714	324.971428571429	168.742857142857	329.814285714286	113.328571428571	127.414285714286	238.7	176.128571428571	356.9	188.542857142857
SESTD1	2278.76666666667	1585.9	2607.36666666667	2691.16666666667	1564.66666666667	2091.63333333333	1894.96666666667	1693.66666666667	2062.16666666667	2160.2
SET	5480.5	7043	8609.1	7557.5	5973.2	10075.9	7448.6	8057.3	8313.5	7810.5
SETBP1	1288.75	668.35	1195.2	1210.25	75.6	939.65	773.9	274.25	1090.85	1167.6
SETD1A	131.9	173	219	138.8	222.1	178	94.3	98.6	308.7	182.9
SETD1B	1803.4	2263.8	1718.7	1372.8	1622.7	2152.5	1983.8	1264.4	1176.9	1216.9
SETD2	1235.46666666667	1543.1	1373.56666666667	1519.96666666667	1307.33333333333	890.333333333333	1160.36666666667	756.233333333333	854.666666666667	939.233333333333
SETD3	2403.35	1827.25	1394.45	1218.6	1490.05	1438	1406.9	1194	1451.15	1479.3
SETD4	455.233333333333	469.4	416.1	447.3	468.866666666667	208.466666666667	229.966666666667	332.733333333333	482.033333333333	316.466666666667
SETD5	2341.14	2192.94	1406.76	1972.66	1551.76	2944.36	3263.24	2330.44	3399.26	2674.82
SETD6	700	567.8	394.7	410.1	486.35	495.8	409.4	413.75	601.95	409.1
SETD7	4494.15	5224.5	6173.5	5839.15	7422	4765.55	4314.5	5757	4668.8	5062.1
SETD8	1641.175	1427.925	1662.425	1408.05	1654.45	1285.775	1539.6	1640.85	1455.4	1427.575
SETD9	202.85	412.95	328.75	245.3	523.85	241.15	308.2	347.75	368.5	283.05
SETDB1	583.65	1178.7	653	637.2	705.05	782.35	1577.45	751.85	983.35	864.6
SETDB2	162.166666666667	172.75	225.85	218	240.35	183.35	173.45	239.216666666667	197.516666666667	199.55
SETMAR	228.233333333333	271.433333333333	258.4	255.4	268.533333333333	211.966666666667	383.266666666667	174.633333333333	233.866666666667	204.3
SETX	1136.93333333333	1471.13333333333	1242.1	1310.8	1066.56666666667	1211.43333333333	815.433333333333	1065.66666666667	813.233333333333	1238.83333333333
SEZ6	69.9	22.85	122.8	112.55	135.9	69.6	100.8	182.55	131.15	183.75
SEZ6L	99.55	90.9666666666667	60.2833333333333	47.85	71.9166666666667	116.133333333333	281.95	55.2666666666667	171	91.8166666666667
SEZ6L2	390.28	514.2	294.62	219.44	411.26	894.98	1130.54	414.02	1307.64	792.76
SF1	1478.7	2187.43333333333	755.233333333333	1092.83333333333	1204	1907.4	1505.43333333333	1575.73333333333	2076.03333333333	1577.16666666667
SF3A1	1997.675	2583.325	1684.425	1925.3	1999.475	2371.45	1759.175	2371.025	2203.125	2524.2
SF3A2	976.95	904.95	328.95	300.6	531.45	2057.9	1897	1587.35	2275.65	1613.85
SF3A3	1899.2	1858.7	1587.5	1692.1	1762.3	1808.8	1879	1778.6	2040.8	1635.1
SF3B1	6203.3	6681.84	6229.42	6940.4	7297.72	5766.22	5531.56	5596.92	6285.68	6042.28
SF3B2	3576.6	3272.7	2666.6	3035.7	2550.7	3056.3	2258.25	3286.1	2221.5	3460.75
SF3B3	1896.9	2270.5	1791.55	2005.75	1957.9	2057.1	1249.2	2175.05	2329.65	1968.2
SF3B4	3625.2	4237.2	1787.1	1618.4	2841.3	4075.1	2275.2	3949.3	4004.1	4044.3
SF3B5	9074.4	8138	11049.8	11547.5	10740.6	9440.6	11518.2	9299.7	10641.5	10568.8
SF3B6	10199.1	8589.75	11988.15	10653	14629.6	8604.35	7616.85	7505.2	9969.65	10415.7
SFI1	300.3	300.05	277.625	254.6	309.4	427.275	498.05	337.6	298.425	359.175
SFMBT1	289.3	368.15	208.1	217.55	358.6	152.4	421.05	228.15	263.45	368.9
SFMBT2	12.05	36.65	38.3	41.8	6.05	13.4	140.55	9.65	15.95	16.85
SFN	403.9	476.3	437.366666666667	318	385.266666666667	318.266666666667	498.233333333333	191.966666666667	384.633333333333	271.3
SFPQ	4535.98	3885.52	2235.04	2120.08	3623.08	3123.46	2512.84	1979.56	1895.38	2196.62
SFR1	822.8	506.7	1082.5	904.15	1055.75	631.3	823.85	803.3	712.75	766.6
SFRP1	240.65	106	133.55	114.9	91.05	115.375	320.4	127.275	139.225	212.35
SFRP2	58.8	14.75	39.85	68.2	8.6	19.7	69.45	32.55	42.75	25
SFRP4	615.15	456	1392.6	2585.8	125.3	269.4	501.05	560.25	210.75	488.3
SFRP5	17.5	9.8	29.8	32.1	57	27.5	199.2	16.4	19.3	16.1
SFSWAP	789.05	1100.95	718.575	769.4	706.625	1231.3	1499.875	1045.125	1253.55	1198.4
SFT2D1	2612.72	3255.26	3650.96	3621.98	4005.38	3301.3	3015.38	3069.28	4043.44	3504.12
SFT2D2	2107.9	2513.6	2422	2383.15	1654.5	1552.55	1151.45	1982.8	1253.15	2024.3
SFT2D3	505.1	675.4	609.95	640.75	489.05	578.7	848.05	408.85	440.9	651.55
SFTA1P	455.8	275.2	304.1	241.4	322.2	327.8	722	438.7	736.9	396.3
SFTA2	77.8	7.6	4.5	51.5	36.9	79.8	135.1	153.8	28.5	10.4
SFTA3	5.7	16.3	2.8	0.8	29.9	9.9	41.8	4.7	81.4	45.4
SFTPB	292.025	232.7	194.125	174.725	197.175	331.575	443.125	182.1	431.675	263.775
SFTPC	125.4	119.74	124.86	161.58	89.66	102.78	265.76	122.54	216.92	126.78
SFTPD	46.7	5.8	35.2	9.8	7.5	16.8	314.5	52.7	45.2	185.6
SFXN1	1554.56666666667	1004.23333333333	1204.73333333333	1427.13333333333	986.8	1646.76666666667	1212.36666666667	996.933333333333	1412.06666666667	1140.86666666667
SFXN2	217.2	310.95	217.15	170.5	385	153.25	139.8	177.2	214.2	159.7
SFXN3	3486.36666666667	2828.96666666667	3069.33333333333	2318.76666666667	2346.93333333333	3328.13333333333	2977.26666666667	2601.86666666667	2136.86666666667	2100.03333333333
SFXN4	488.975	540.575	346.65	521.675	452.7	654.925	645.4	535.825	627.95	530.1
SFXN5	153.15	131.075	127.45	163.4	199.975	151.225	136.4	138.875	213.5	93.575
SGCA	7.2	21.5	17.6	25.9	9.7	33.5	57.7	22.7	23.9	8.8
SGCB	5609.625	4801.15	7664.625	6791.45	6726.825	4490.675	3439.475	6963.8	4929.875	5130.375
SGCD	1586.96666666667	1906.25	1097.58333333333	1712.73333333333	2251.61666666667	2543.25	1875.95	2460.68333333333	1039.95	2103.41666666667
SGCE	5846.2	4055.4	6195.1	8118.6	3874.4	7340.9	6952.8	7703	7674.6	7015.6
SGCG	12.2	308.3	69.2	71.9	12.5	82.1	67.2	26.9	24.8	12.4
SGCZ	12.3	34.3	16.7	9.7	35.9	48.1	332.8	48.2	13	4.2
SGIP1	105.1	102	208.7	485.4	273.8	323.6	197.6	349	217	202.7
SGK1	3276.1	10703.4	3220.7	4144.8	9751.8	3436.5	977.4	3449.3	765.2	5502.3
SGK2	136.65	312.85	134.8	138.7	106.15	205.75	186.45	177	248.7	254.2
SGK223	2657.1	1027.7	697.9	1256.7	2522.9	1253.4	1562.4	2091.7	813.3	1318.6
SGK494	154.7	170.45	177.65	183.05	110.45	132.55	547.5	127.95	363.6	122.1
SGMS1	1793.1	1727.2	3170	2504	2062.8	1759	1198	1634.6	1692.7	1802.1
SGMS2	1802.16666666667	2077.26666666667	3876	2154.2	2374.06666666667	1438.13333333333	1041.33333333333	2421.63333333333	2333.06666666667	1851.76666666667
SGOL1	192.45	155.05	138.05	128.95	121.7	138.45	145.85	192.65	195.95	133
SGOL2	1404.25	1113.7	922.55	914	1127.15	550.45	346.8	676.25	721.1	640.6
SGPL1	969.166666666667	1964.43333333333	1053.2	1099.7	1595.73333333333	1284.23333333333	1316.06666666667	1332.26666666667	986.566666666667	1630.83333333333
SGPP1	3812.4	4324.3	5674.4	3895.2	4652.95	3348.75	1726.5	4766.5	3211.65	4322.5
SGPP2	9.55	13.3	21.55	35.15	11.8	55.45	114.5	22.95	7.9	9.65
SGSH	2009.55	2207.15	2187.75	1872.1	2399.25	1666.2	577.75	2731.4	881.2	1860.7
SGSM1	160.2	56.7666666666667	103.466666666667	174.833333333333	143.233333333333	112.566666666667	239.2	214.7	182.333333333333	150.866666666667
SGSM2	1092.16666666667	1073.53333333333	985.8	1189.26666666667	1027.8	1273.9	1323.5	1249.16666666667	1219.86666666667	1291.66666666667
