geneNames	GSM878095	GSM878096	GSM878097	GSM878098	GSM878099	GSM878100	GSM878101	GSM878102	GSM878103	GSM878104	GSM878105	GSM878106	GSM878107	GSM878108
ACAD8	1217.1	1386.6	1346.6	1391.1	1622.1	937.5	1561.6	1452.3	1941.2	1344.9	1243.2	1624.5	1424.3	1363.8
ACAD9	1455.2	1741	1598.5	1764.1	1922.1	763.6	1436.7	1441.8	1485.4	1542.4	1171.6	1601.6	1178.6	1610
ACADL	9.3	25.5	46.2	8.4	32.2	20.3	33.25	33.65	82.25	104.9	309.55	43.5	7.8	16.05
ACADM	3292.8	3534.9	4250.3	4651.6	3200.5	4272.4	5179.7	5371.1	4963.9	2699.5	2241.2	2630.3	3613.4	2951.2
ACADS	432.6	465.3	517.1	362	525.2	357.7	298.8	294.2	196.1	487.4	580.5	513.5	409.3	560.5
ACADSB	509.6	576.55	309.85	327.9	483.75	609.65	768.65	708.1	788.65	334.6	312.3	412.2	191	208.4
ACADVL	8729.4	5924.6	8714.1	9919	9591	5615.7	3770.4	4493.8	3821.3	9862.8	5678	9547.7	8613.2	8171.2
ACAN	437.825	489.25	2131.6	1359.425	298.35	517.925	665.6	307.075	3243.05	2014.375	1646.825	755.925	876.05	1545.75
ACAP1	112.966666666667	123.9	90.7666666666667	107.2	112.633333333333	176.666666666667	67.6333333333333	128.166666666667	51	81.9	177.1	131.833333333333	192.8	58.8333333333333
ACAP2	1605.2	1896.3	2079.43333333333	1744.53333333333	1549.06666666667	2533.83333333333	2269.9	2527.6	2822.56666666667	1774.36666666667	1256.1	1558.93333333333	1733.03333333333	1730.96666666667
ACAP3	769.4	881.3	358.7	407.25	633.05	335.5	214.35	289.15	253	795.15	1376.75	821.6	807.75	673.45
ACAT1	1849.86666666667	2238.63333333333	2244.4	2353.16666666667	2612.56666666667	1191.63333333333	2238.9	2341.46666666667	1874.6	1369.06666666667	1222.56666666667	2132.66666666667	1722.13333333333	1538.3
ACAT2	1108.9	1765.8	1000	986.9	1858.7	307.5	1192.7	885.5	916.8	533.2	1201.7	1029.2	679.6	937.6
ACBD3	5487.2	4886.95	5843.9	5702.1	5890.55	5021.1	5683.05	5489.55	6672.5	5087.35	4827.35	3957.8	5093.1	4837.95
ACBD4	567.8	364.6	523.5	610.8	341.7	291.2	168.6	171.1	167.3	621.8	1026.4	672	665.6	815.1
ACBD5	2254.25	2136	2309.75	2418.2	2392.2	4490.55	2736.8	2892.45	3422.15	2646.6	2230.9	2045.85	1962.4	2266.8
ACBD6	3055.8	2881	2544.3	2605	2985.1	2599.2	3342.9	3449.2	2041.5	2775.6	2611.2	2816.1	4043.3	3150.8
ACCS	147.4	397.5	230.6	519	420.8	514.3	371.1	372	219.6	308.6	124.8	306.5	336.1	362.1
ACD	957.6	1332.1	1121.5	713.2	1249.3	889.4	815.5	930.3	645.8	1254.8	649.4	838.4	1148.5	1085.8
ACE	37.95	47.3	54.1	47.85	44.3	93.8	24.65	77.5	45.45	62.55	350.8	100.2	43.6	37
ACE2	16.3	45.05	6.5	8.9	16.85	6.85	22.9	15.8	31.6	11.5	300.3	8.9	87.05	34
ACER1	10.9	13.9	10.3	6.6	10.8	12.6	13.2	8.5	8.3	37	94.3	16.1	19.7	9.5
ACER3	670.083333333333	630.683333333333	645.033333333333	515.933333333333	580.866666666667	642.4	846.6	873.416666666667	712.333333333333	454	377.633333333333	479.633333333333	272.95	459.866666666667
ACHE	21.2333333333333	16.1333333333333	82.7	54.6333333333333	38.4333333333333	52.2	63.5333333333333	49.2333333333333	106.466666666667	77.3	127.966666666667	57.1	69.4333333333333	89.2666666666667
ACIN1	1220.7	1263	1027.9	1223.9	1400.9	834.6	788	925.5	675.2	1527.7	1236.1	1424.7	1724.5	1367.3
ACKR1	41	27.6	10.1	8.3	12.2	30.5	8.6	34.4	21.3	38.7	73.8	68	100.7	55.4
ACKR2	87.1666666666667	162.3	104.833333333333	128.966666666667	99.2	164.133333333333	69.3	116.366666666667	139.733333333333	154.466666666667	345.8	97.2333333333333	162.966666666667	91.2333333333333
ACKR3	1311.3	1269.2	5513.4	1828.4	462.35	4657	5251.25	5447.35	2238.2	1831.4	2524.9	1837.3	2335.35	2467.9
ACKR4	169.7	69.6	89.8	1982.2	4.1	72.4	34.1	116.3	402.6	45.4	139	128	76.7	48.5
ACLY	7857	10606.2333333333	7393.86666666667	6645.23333333333	10458.4666666667	6200.56666666667	6590.13333333333	8132.8	6535.43333333333	6881.73333333333	4420.1	8145.6	5312.9	7024.86666666667
ACMSD	69.1	36	36.6	50.8	6.4	96.8	15.5	10.5	24.8	17.7	258.4	57.4	72	39.9
ACN9	741.3	525.4	770.8	873	1053.7	903.3	1173	936	1058.3	418.9	373.5	687.4	571.3	435.9
ACO1	2656.85	3277.3	2066.65	3034.95	3163.05	2480.2	2960.95	2993.9	3232.35	2971.65	2350.35	2501.65	2533.4	2979.5
ACO2	2061.5	2972.7	2187.6	2408.3	1841.45	567.35	746.5	727.15	687.1	2244.9	2796.2	2807.25	2775.25	3021
ACOT11	57.25	53.475	61.875	56.9	28.25	92.925	69.425	102.725	80.95	75.85	202.55	20.1	114.325	56.8
ACOT12	4.1	10.6	40	37.4	59.5	15.8	120.6	63.9	35.8	27	237.4	120.1	78.8	90.4
ACOT13	4549.8	2491.1	4025.8	3625.5	4169.6	3316.4	3962.5	3350.7	3324.4	4270	4004.1	4145.4	5378.3	4747.3
ACOT4	381	590	331.5	152.7	171	737.8	311.2	313.2	431.5	611.2	448.9	626	251.9	485
ACOT6	9.4	13.5	6.6	4.3	19.9	6.1	5.9	10.7	17.7	10.5	233.9	22.9	13.8	14.6
ACOT7	1794.45	2351.15	2037.35	1442.5	2783.6	995.25	2022.7	1938.05	1963.4	1872.55	1382	2701.2	1653.5	2548.2
ACOT8	733.65	752.9	689.45	550.2	716.65	487	487.55	480.95	568.05	1055.8	1197.35	1022.65	769.25	885.7
ACOT9	3774.8	4937.2	5582.1	4404.1	5600	3233.3	4315.5	5063.8	4624.7	3247.6	3530.7	3879.4	3114.9	4359.2
ACOX1	784.3	783.96	807.46	885.06	781.36	882.4	868.98	1034.06	1022.44	968.7	530.7	830.56	481.04	725.22
ACOX2	1174	1581.9	1440.2	1354.1	661.5	1382.6	1274.7	1332.3	1450.1	1388.2	1201.4	1858	1413.5	1422.9
ACOX3	679.4	826.85	622.15	624	817.4	602.55	741	893.45	1095.3	823.2	701.15	743.1	791.6	798.3
ACOXL	34.4	79.55	12.6	102.1	28	7.3	10.4	40.8	75.9	106.35	78.3	42.05	182	138.65
ACP1	3525.05	2824.925	3097.375	3152.975	4003.25	2719.3	3118.95	3605.8	2924.3	2696.35	3237.775	2331.45	3309.625	2987.725
ACP2	1138.3	2209.7	2167.7	1863.6	1990.8	968.7	1530.5	1296.8	1540.5	2029.9	1422.9	2241.3	791.5	1544.6
ACP5	108.4	240.1	47.4	145.2	326.4	67.7	160.6	400	78	183.9	1475	182.6	291.4	17.7
ACP6	417.85	448.65	642.9	522.7	498.25	889.45	644.2	544.15	520.65	732	982.7	434.85	534	524.35
ACPP	21.3333333333333	33.0666666666667	11.9666666666667	31.2666666666667	32.5666666666667	48.7666666666667	37.2333333333333	46.8	51.2333333333333	16.7	120	23.4666666666667	87.3333333333333	19.0333333333333
ACPT	462.9	627	284.3	246.9	196.2	452.1	235.9	473.8	259.2	446.7	808.5	498.5	735.1	533.2
ACR	50.8	21.8	159.2	10.5	127.3	171.3	13.7	24.1	118.6	273.2	127.8	40.4	26.5	38.2
ACRBP	48.9333333333333	32.8333333333333	40.7	8.33333333333333	36.4666666666667	84.2666666666667	58.2666666666667	51.8333333333333	56.7333333333333	85.3333333333333	182.133333333333	15.7	61.3333333333333	75.1333333333333
ACRC	249.4	381.7	318.3	321.5	252.9	734	299.5	355.3	407.4	429.2	475.2	258	313.1	349.9
ACRV1	148.616666666667	136.95	98.0666666666667	74.6833333333333	124.85	94.2333333333333	96.3333333333333	98.8166666666667	87.85	142.05	447.033333333333	162.5	120.083333333333	175.333333333333
ACSBG1	54.4	43.35	57.35	33.4	23.3	13.7	54.25	123.9	62.55	71.8	119.35	95.45	49.15	65.25
ACSBG2	125.9	133	12.8	106.6	59.7	14.5	103.5	102.1	102.1	43.5	415	21.2	167.2	52
ACSF2	1180.2	818.3	847.3	869.3	1017.3	445.1	672.2	748.9	356.3	1488.6	1124.1	1299.4	843.3	1343.8
ACSF3	134.4	294.1	131.966666666667	119.333333333333	200.633333333333	224.1	135.9	216.5	183.666666666667	469.533333333333	548.466666666667	255.1	223.333333333333	311
ACSL1	2305.9	1924.3	1817.75	2232.95	2047.05	1794.95	2686.4	2213.4	2515.15	1521.1	1375.15	2071.45	2019.1	2042.3
ACSL3	3557.03333333333	5234.26666666667	4589.76666666667	3956.96666666667	3353.93333333333	4088.9	4104.03333333333	5260.5	4968.76666666667	3633.96666666667	2987.5	2978.06666666667	3552.06666666667	3828.83333333333
ACSL4	1314.33333333333	961.333333333333	983.733333333333	1261.73333333333	860.266666666667	1046.23333333333	1584.53333333333	1024.8	1436.66666666667	749.266666666667	512.7	798.2	768.166666666667	727.533333333333
ACSL5	263.4	188.45	173.1	331.35	363.55	136.55	238	177.4	101.25	128	219.25	304.35	102.4	163.15
ACSL6	46.44	34.92	39.14	36.5	28.76	70.46	64.96	40.2	56.64	58.14	182.94	53.18	63.56	35.84
ACSM1	15.95	16.2	13.25	17.45	11.2	17.15	10.7	19.6	9.1	12.65	87.15	6.1	11.4	76.1
ACSM2A	88.5	32.95	6.95	38	51.6	47.9	26.95	22.6	28.5	67.65	126.7	11.35	97.4	19.85
ACSM2B	2.6	58.1	6.7	12.7	72.8	84.6	14.3	24.3	83.4	14.5	263.5	21.9	98.6	16.7
ACSM3	100.7	47.7	61.95	62.6	95.95	51.85	33.05	34.65	24.65	72.15	229.5	96.1	134.45	51.2
ACSM5	127.9	124.7	219.833333333333	109.666666666667	129.633333333333	223.466666666667	207.033333333333	198.6	130.6	167.5	281.666666666667	198.6	210.833333333333	202.3
ACSS1	30.52	76.8	65.24	61.36	78.3	76.72	70.5	51.4	56.52	59.46	123.98	62.66	74.22	76.12
ACSS2	918.6	1122.7	645.5	763.1	554.8	767	565.9	657.4	485.7	744.4	1129.1	558.6	791.6	861.8
ACSS3	1023.05	880.45	1302.65	960.75	579.85	1435.8	830.25	717.95	827	659.75	1059.9	1109.8	1359.4	1050.15
ACTA1	89.9	34.7	46.5	79.5	213.2	87.2	161.6	134	112.8	18.1	436.7	35.8	58.6	143.2
ACTA2	30124.15	22341.75	29730.25	24538.95	43585.4	23920.6	35000.35	29395.65	25507.4	31624.95	30150	37444.6	19134.6	39066.9
ACTA2-AS1	287.2	96.9	268.2	282.9	333.5	199.3	278.8	277.6	321.5	8.8	321.2	179.3	18.6	146.9
ACTB	80199.5833333333	63487.8833333333	61572.5	58727.5166666667	89962.7	73798.65	75881.5666666667	75397.4833333333	50702.1833333333	91457.95	95996.9333333333	96860.8166666667	100695.15	86176.9166666667
ACTC1	1350.5	627.1	1267.4	1721.3	2527.4	1626.6	4751.1	225.8	1233.6	1920.7	1561.1	551.3	770.2	844.9
ACTG2	172.55	425.4	221.25	132.1	3066	187.7	345.25	223	793.4	327.05	911.5	271.75	169.35	669.9
ACTL10	291.1	202.1	236.7	244.9	250.9	125.9	172.2	143.3	187.9	37.1	467.6	37.5	180.2	269
ACTL6A	2650.7	2807.9	3048.9	3139.3	3401.6	2079.8	4789.6	4980	5417.1	2245.5	2017.1	2171.3	2598.6	2865.4
ACTL6B	26.3	13	7	7.1	24.8	10.15	69.8	25.1	9.9	15.15	111.05	12.55	20.35	11.9
ACTL7A	17.5	23	27.7	8.3	9.1	21.9	23.7	24.4	8.7	21.8	904	28.7	28.1	37.4
ACTL7B	46.1	57	40.3	22.6	57.4	27	13.5	20.1	12.6	124.5	83	150.8	107.5	43.1
ACTL8	27.7	20.3	30.3	24.8	30.5	25	14.4	18.7	24.9	72.2	354.3	30.6	36.2	80.9
ACTL9	140.8	132	10.1	129.7	152.1	115.6	29.6	100.9	99.3	6	131.7	215.8	229.5	114.3
ACTN1	23686.625	25174.575	16087.725	14649.325	27030.6	25930.675	24396.475	24106.1	17528.825	34073.425	29371.875	31389.25	25692.225	33225.25
ACTN2	32.775	74.375	78.4	40.025	65.925	87.025	70.25	31.375	41.6	49.7	171.4	109.25	77.15	57.775
ACTN3	150.8	297.2	129	209	161.7	217.4	162.1	157.7	133.2	399.7	892	215.5	105.9	42
ACTN4	9886.7	11342.4	4419.2	4846.1	10926.4	3967.4	4593.9	5654	3135.3	18546.1	12227.1	23343.1	7798.2	24080.6
ACTR10	11539.2	12174.3	10372.4	10373.7	15644.1	12950.8	13989.7	16474.4	17665.1	8329.2	8418.6	9677.1	8795.9	9598.8
ACTR1A	3889.55	4947.25	5637.2	4508.2	5163.65	1304	2599.9	2749.25	2815.2	3630.55	2803.3	5000.4	2626.95	4549.25
ACTR1B	2403.6	4562.6	1941.7	1857.3	2558.4	3155.8	1851.9	2156.6	1879.9	5072.9	6167.5	3605.3	5180.4	4190.8
ACTR2	7707.21428571429	8809.68571428571	10776.9571428571	6412.52857142857	12335.8571428571	7840.48571428572	10340.5285714286	10739.8285714286	9843.15714285714	7715.45714285714	7201.95714285714	8442.37142857143	8988.17142857143	10327.9285714286
ACTR3	13162.54	17058.7	13337.18	12501.06	18626.54	12910.22	17769.38	20396.94	19271.7	11036.24	12124.78	15052.08	12211.12	14620.06
ACTR3B	567.75	643	545.3	581.9	486.55	622.65	523.15	503.8	374.75	816.1	502.8	333.45	982.75	450.8
ACTR3BP2	173.9	107.6	142.8	93.2	289.6	160.2	105.1	70.8	171.6	61.4	365.5	134	180.9	28.7
ACTR3C	90	134.8	64.7	20.7	110.8	121.9	146.9	89.7	125.6	46.2	125.9	115.1	5.5	146.9
ACTR5	446.65	492.05	327.55	376.05	359	310	422.6	441.45	272.3	317.15	777.75	339.2	397.05	370.95
ACTR6	1681.8	1498.3	2112.15	2188.75	1719.45	2693.75	2684.75	2135.95	2334.85	1923.4	1925.85	1740.1	1933.5	1638.35
ACTR8	1268.3	1332.3	1241.85	1407.75	1052.45	856.65	980.2	1047.2	885.05	1089.3	964.95	960.55	1100.35	796.5
ACTRT2	9.7	8.1	6.5	10.3	15.3	14.2	7.2	15.3	11.2	21	194.5	16.3	32.7	19.4
ACTRT3	481.5	220.4	283.3	322.9	474	175.1	401.9	403.7	385.9	333.7	156.8	311.8	156.9	156.7
ACVR1	5955.8	7111.9	4913.4	5396.7	7361.3	7330.8	6965.7	8563.2	7237.2	6370.4	4678.8	5555	7959	7007.1
ACVR1B	420.85	343.65	420.566666666667	384.366666666667	328.466666666667	456.716666666667	448.266666666667	503.533333333333	534.116666666667	340.183333333333	555.533333333333	336.8	350.183333333333	474.166666666667
ACVR1C	173.4	102.25	126.85	204.2	192.2	107.45	42.65	38.55	89	70.05	225.95	197	243.5	91.85
ACVR2A	1594.9	2162.35	1556.45	2253.2	1108	8222.7	2643.35	2796.2	4834.15	3144.05	1762.1	1813.6	1599.95	2535.05
ACVR2B	202.733333333333	184.966666666667	111.633333333333	141.5	120.066666666667	290.333333333333	258	275.8	162	197.5	404.966666666667	188.933333333333	316.666666666667	123.633333333333
ACVR2B-AS1	80.1	127	105.6	90	17.8	191.1	83.9	152.9	91.8	15.5	138.6	31.7	65.4	227.9
ACVRL1	92.7	166.8	208.05	241.05	209.35	158.05	22.6	49.5	264.65	201.05	325.45	122.75	108.5	120.2
ACY1	9.1	111.8	29.6	13.2	16.1	20	8	18.1	9.4	30.1	780.7	25	137.7	84.2
ACY3	49.25	95.25	59.95	50.7	66.25	75.35	55.8	86.75	74.85	53.8	255.75	65.4	17.2	83.8
ACYP1	893.8	793.8	1961.5	2167.8	1669.3	1816.6	1961.4	896.4	1118.7	796.7	1128.5	1608.1	1485.8	1624.2
ADA	1044.05	627.85	1182.55	870.6	461.45	620.45	796.75	795.5	661.2	1611.1	801.05	993.5	1224.15	724.55
ADAD1	76.85	150.7	94.6	134.5	159.2	118.35	96.6	142	102.65	144.3	485.95	73.05	170.9	90.15
ADAD2	126.3	122.1	106.3	91.2	163.2	26.8	110.7	180.7	28.7	157.4	255.9	76.5	151.4	94.4
ADAL	276.7	291.733333333333	298.066666666667	335.766666666667	358.666666666667	387.7	352.1	377.833333333333	421.733333333333	223.166666666667	344.066666666667	274.2	291.966666666667	207.7
ADAM10	4358	5436.86666666667	7187.9	6421.8	7207.13333333333	6596.8	5564.6	6036.43333333333	7216.53333333333	4476.03333333333	3092.7	4910	3871.23333333333	4723.26666666667
ADAM11	55.9	48.35	35.5	73.05	25.3	77.6	37.75	15.55	15.05	75.6	192.75	97.05	106.15	99.7
ADAM12	5381.98	11038.18	6151.82	11119.66	8169.48	10148.52	9931.66	10185.24	6787.4	6089.64	4619.76	5496.78	3721.98	8017.22
ADAM15	1516.5	2375.1	1242.9	1559.3	1200.75	767.05	624.55	691.35	651.15	2365.95	2467.45	2281.7	2947.75	2457.35
ADAM17	1556.06666666667	1828.9	1930.43333333333	1688.7	1410.03333333333	2421.16666666667	1853.9	2031.16666666667	1934.13333333333	2219.86666666667	2437.86666666667	1831.83333333333	1762.83333333333	2060.7
ADAM18	89.8	16.05	62.5	29.6	54.7	40.3	82.15	50.65	56.5	108.4	115.55	44.95	166.75	49.3
ADAM19	849	1295.95	606	674.5	1169.25	936.8	910.45	584.2	588	1549.25	1760.45	854.1	798	1105.6
ADAM2	9.3	12.9	79.6	78.2	43.1	51.6	54.7	9.6	7.1	55.7	87.1	12.8	82.3	51.7
ADAM20	12.25	113.25	36.35	14.45	47.8	92.55	76.9	40.75	92.35	87.35	195.05	100.05	15.9	76.1
ADAM21	126.65	62.25	100.1	28.95	76	111.8	88	54.45	87.7	33.9	130.7	58.9	126.2	43.4
ADAM22	62.9875	70.2625	39.475	69.6125	48.2375	48.575	45.575	77.325	42.3125	71.1125	196.2375	97.225	75.75	44.9125
ADAM23	97.425	98.325	72.625	224.5	61.975	32.9	50.6	98.4	174.075	67.6	194.025	122.725	75.9	103.375
ADAM28	160.325	49.35	31.025	43.675	45.025	51.175	62.825	23.7	36.325	114.475	292.3	114.475	85.4	98.375
ADAM30	50.15	11.75	36.35	15.5	22.6	61	54.45	30.7	12.6	9	85.9	98.15	130	56.7
ADAM32	156.9	74.4	228.1	306.1	116.7	134.7	72.3	157.5	87.9	177.6	247.2	227.5	129.9	104.4
ADAM33	452.85	301.8	240.8	560.4	112.7	383.95	462.7	356.45	49.5	411.05	1204.55	363.35	32.6	114.95
ADAM3A	44.1	35.3	30.8	22.6	6.5	36.1	12.4	5.7	45.6	133.7	304.2	117.4	115.8	20.2
ADAM5	79.05	86.85	84.7	64.5	131.8	48.95	75.7	105.85	43.6	66	552.3	70.9	140.95	142.6
ADAM6	116.2	173.3	82.9	21.4	115.3	192.2	70.8	79.7	176.9	257.7	162.1	132.7	137	83.5
ADAM7	26.9	30.6	5.7	13	17.7	40.4	53.5333333333333	45.0333333333333	20.1333333333333	36	89.7	29.4333333333333	19.9666666666667	75
ADAM8	79.3	25.85	97.1	74.85	79.7	126.8	15.65	114.85	74.55	89.8	94.15	114	98.4	54.5
ADAM9	11696.5666666667	10191.3	12943.5666666667	10929.7	14472.8	11378.8333333333	13767.3	12074.7	12377.6666666667	8206.06666666667	7554.7	12906.2333333333	8504.2	9925.93333333333
ADAMDEC1	59.1	82.7	27.2	197.6	304.9	123.7	136.5	299.6	96.2	146.6	254.8	33.9	290	143.7
ADAMTS1	22500.05	16161.7	24705.85	26552.65	12678.5	17101.9	20573.65	15944.15	18965.7	21543.95	11533.65	31332.55	27697.75	22536.8
ADAMTS10	243.55	399.55	328.6	295.55	348.25	262.05	151.65	101.4	152.5	503.55	143.75	221.85	373.9	386.25
ADAMTS12	1205.3	1260	706.25	1907.75	3830.9	1174.8	849.8	732.7	719	1381.45	1655	1857.45	405.95	1418.1
ADAMTS13	262.8	392.15	184.4	359.95	399.8	352.35	245.65	339.05	272.7	337.6	183.95	303.5	312.1	258.35
ADAMTS14	254.2	269.4	248.3	204.2	276	52	137	83.3	106.9	396.6	122.1	496.3	139	110.8
ADAMTS15	205.3	109	217.65	386.55	104.6	118.1	96.3	72.1	187.4	113.85	477.95	172.9	106.55	130.85
ADAMTS16	62.9	57.2	8.2	66.9	12.7	26.8	82.2	58.3	158.4	13.5	138.3	19.9	22	61.1
ADAMTS17	87.2666666666667	57.5	147.633333333333	98.5666666666667	103.6	85.1666666666667	149.133333333333	84.2333333333333	94.2333333333333	57.3333333333333	330.266666666667	73.1	142.866666666667	79.0333333333333
ADAMTS18	116.95	138.5	141.55	124.7	94.5	42.65	78.75	79.1	97.05	206.15	321.05	145.85	161.1	134.65
ADAMTS19	31.9	21.75	45	5.85	12.65	6.35	5.2	11.6	9.25	54	199.55	94.25	25.85	55.8
ADAMTS2	7774.43333333333	6186.73333333333	12143.8666666667	11478.1333333333	10020.7666666667	12900.9666666667	12514.5333333333	6883.33333333333	7462.8	15342.8666666667	12011	12718.7	10740.7666666667	14977.6666666667
ADAMTS20	39.55	36.25	43.95	21.45	54.3	13.25	22.6	10.95	45.8	97.9	108.55	47.35	49.9	20.6
ADAMTS3	219.2	161.5	463.6	1602.5	89.2	153.5	570.2	244.5	1385	191.6	302.5	158.3	269.5	269.4
ADAMTS4	371.2	319.2	169.5	246.2	147.5	163	143.9	168.6	268.7	238.5	243.2	272	330.8	353.5
ADAMTS5	5507.775	2832	4051	6653.175	890.775	2168.15	4716.4	5062.55	3788.925	3883.15	4164.925	3692.6	6000.775	3837.95
ADAMTS6	1348.7	2311.36666666667	969.833333333333	1229	1686.1	2437.06666666667	1094.76666666667	2035.6	1088.33333333333	1255.03333333333	1562.1	910.4	1043.66666666667	908.733333333333
ADAMTS7	120.866666666667	130.1	97.8666666666667	138.666666666667	116.7	117.433333333333	145.266666666667	236.166666666667	139.166666666667	261.5	316.4	473.9	237.5	308.033333333333
ADAMTS8	60.5666666666667	121.133333333333	77.9	75.0333333333333	34.1333333333333	48.9666666666667	39.3666666666667	18.9666666666667	80.3333333333333	68.6666666666667	339.233333333333	42.1333333333333	82	23.2
ADAMTS9	60.85	80.525	91.475	99.575	61.075	447.3	125.275	155.275	77.575	70.8	177.875	77.275	176.75	151.7
ADAMTS9-AS2	179.32	119.7	75.36	63.16	63.48	581.46	50.8	117.14	42.82	183.94	353.36	52.68	288.7	138.1
ADAMTSL1	1048.88333333333	1299.03333333333	1047.43333333333	1673.86666666667	765.783333333333	455.866666666667	735.5	748.65	1379.61666666667	970.183333333333	738.283333333333	859.7	707.416666666667	1273.35
ADAMTSL2	5.9	7.6	15.8	7.3	8.6	12.2	7.8	20.9	12.9	18	67.3	8.5	9.7	17.8
ADAMTSL3	76.25	36.8	106.2	40.9	56.3	123.3	78.25	70.3	117.75	55.35	317.05	41.35	66	82.25
ADAMTSL4	1148.25	738.05	483.15	884.7	211.85	165.25	158.35	116.4	111.1	3653.15	850.9	1654.15	734.9	1341.3
ADAMTSL5	69.8	251.7	124.8	13.6	29.9	56.8	36.8	31	93.6	183.8	91	138.1	132.9	46.3
ADAP1	301.1	407.95	266.65	235.65	350.8	530.15	308.55	349	322.35	341.85	747.5	340.3	293.6	287.6
ADAP2	105.45	146.6	112.25	155.75	43.45	62.05	24.25	138.7	72.5	65	129.75	47.15	62	49.3
ADAR	10837.2	8233.3	10934.1	12622.1	8924.1	6459	7026.7	6185.9	5252.7	11707.4	6442.1	10303.1	7552.5	8741.5
ADARB1	574.56	424.2	902.06	635.98	979.48	1039.36	707.62	563.04	536.4	800.82	733.8	396.96	445.54	643.46
ADARB2	52.1	22.15	29.75	22.85	41.1	75.6	13.95	20.55	19.6	74.6	123.85	22.95	36.35	35.2
ADARB2-AS1	222	356.6	129.6	107.5	135.8	192.9	62.8	284.1	283.7	178.4	440.4	245.7	67.4	142.1
ADAT1	733.1	485.2	610.2	422.4	1266.8	791.5	1236.5	1322.1	1095.3	685.8	572.1	796.1	618.4	944.2
ADAT2	191.85	155.95	173.05	202.45	256	60.7	103.45	39.55	150	248.15	166.9	171.8	213.5	223.5
ADAT3	603.35	703.6	367.95	329.35	540.4	393.35	286	300.35	349.6	502.5	1264.3	587.25	592.65	575.75
ADCK1	295.4	459.8	144.4	292.9	464.5	174	174.4	250.3	317.5	387.7	410.1	478.2	47.5	403.3
ADCK2	808.825	1000.075	960.45	659	528.85	1160	611.05	663.275	981.7	1010.325	1217.775	965.175	961.925	965.85
ADCK3	581.25	399.4	329.65	479.6	330.4	737.15	409.6	349.2	302.2	613.6	932.6	409.1	641.95	514.6
ADCK4	177.95	285	304	247.05	295.95	183.55	239.65	312.2	127.5	235.1	503.15	219.05	245.9	302.4
ADCK5	15.1	149.1	111.7	138.4	88.7	209.1	63.3	319.9	151.5	228.9	74.8	203.3	43.9	191.7
ADCY1	59.62	95.52	28.56	41.54	26.04	77.08	52.54	81.14	106.34	38.74	161.64	70.72	98.42	83.6
ADCY10	10.1	51.75	56.25	30.2	82.95	101.35	16.15	65.25	35.25	111.45	234.5	61.45	14.55	58.55
ADCY10P1	91.95	110.7	128.3	88.55	58.15	118.45	96.15	138.45	89.4	145	251.05	126.05	246.1	112.95
ADCY2	109.266666666667	175.4	133.833333333333	144.066666666667	97.4333333333333	153.166666666667	114.033333333333	131.766666666667	209.433333333333	119.4	468.866666666667	79.9666666666667	229.1	151.4
ADCY3	958.3	1319.45	1229.25	1027.7	819.95	802.5	859.9	936.85	860.05	1123.45	1207.15	741.05	794.75	1054.4
ADCY4	829.8	615.1	1118.5	984.1	507.8	959.4	904.4	569.2	324.9	1604.5	1557.1	2266.3	525.2	548
ADCY5	83.85	254.15	86.75	36.35	47.65	15	22.4	77.5	21.4	52.15	109.95	134.05	61.9	224.85
ADCY6	1406.1	1684.8	1737.3	1657.1	1299.4	1611	1233.4	1235.6	1370.1	2863.5	2075	2627.3	2462.3	2478.5
ADCY7	1419.25	1540	1786.35	1670.05	1968.8	1586.15	2136.5	2081.9	2958.2	1398	995.75	2094.9	669.5	1112.2
ADCY8	61.6	15	10.3	93.3	8.1	31.3	4.2	10.2	94.2	95.8	99.2	10.8	9.8	5.5
ADCY9	1212.7	1065.7	1144.43333333333	1524.4	1064.4	1019.6	1113.53333333333	1177.66666666667	1008	1308.4	1102.96666666667	1760	1120.8	1371.36666666667
ADCYAP1	23.15	21.5	13.1	26.55	66	9.3	14.55	39.45	30.05	18.7	105.85	67.4	20.55	78.65
ADCYAP1R1	108.95	143.5	126.8	171.3	62.85	112.25	153.85	127.15	128.35	74.25	161.4	63.7	140.8	93.45
ADD1	3716.425	4179.775	2908.475	2966.4	3204.85	2413.15	4002.775	2945.3	3698.125	3585.975	3047.275	4516	2690.65	3924.75
ADD2	111.15	151.333333333333	73.8833333333333	74.5666666666667	98.7166666666667	73.3	100.4	111.95	105.966666666667	161.15	189.5	96.5333333333333	133.366666666667	151.433333333333
ADD3	22149.875	16474.3	28823.85	21780.225	14503.725	17266.25	17762.975	19628.2	20098.325	12315.55	7313.65	26581.25	22548.175	18875.75
ADD3-AS1	115.066666666667	64.2666666666667	124.433333333333	102.633333333333	89.1666666666667	95.1666666666667	33.8333333333333	63.7333333333333	109.9	54.0666666666667	164.466666666667	59.1666666666667	111.8	157.4
ADGB	52.5	12.3	48.2	53.2	84	5.2	76.1	7.9	3.9	110	206.8	9.4	7.8	106
ADH1A	52.4	7.9	73.8	113.3	88.8	33.1	38.9	83	110.2	12.1	66.9	136.6	85.4	48.2
ADH1B	49.9	18.8	33.3	261.525	25.3	23.85	19.4	27.825	150.275	83.6	221.25	51.05	62.625	101
